0,1,2
"Inflection (stem in -o-, back harmony)",,
,singular,plural
nominative,l.,l.-ok
accusative,l.-ot,l.-okat
dative,l.-nak,l.-oknak
instrumental,l.-pal,l.-okkal
causal-final,l.-ért,l.-okért
translative,l.-pá,l.-okká
terminative,l.-ig,l.-okig
essive-formal,l.-ként,l.-okként
essive-modal,—,—
inessive,l.-ban,l.-okban
superessive,l.-on,l.-okon
adessive,l.-nál,l.-oknál
illative,l.-ba,l.-okba
sublative,l.-ra,l.-okra
allative,l.-hoz,l.-okhoz
elative,l.-ból,l.-okból
delative,l.-ról,l.-okról
ablative,l.-tól,l.-októl
"Inflection (stem in -o-, back harmony)",,
,singular,plural
nominative,l.,l.-ok
accusative,l.-t,l.-okat
dative,l.-nak,l.-oknak
instrumental,l.-sal,l.-okkal
causal-final,l.-ért,l.-okért
translative,l.-sá,l.-okká
terminative,l.-ig,l.-okig
essive-formal,l.-ként,l.-okként
essive-modal,—,—
inessive,l.-ban,l.-okban
superessive,l.-on,l.-okon
adessive,l.-nál,l.-oknál
illative,l.-ba,l.-okba
sublative,l.-ra,l.-okra
allative,l.-hoz,l.-okhoz
elative,l.-ból,l.-okból
delative,l.-ról,l.-okról
ablative,l.-tól,l.-októl
"Inflection (stem in long/high vowel, front rounded harmony)",,
,singular,plural
nominative,l.,l.-k
accusative,l.-t,l.-ket
dative,l.-nek,l.-knek
instrumental,l.-vel,l.-kkel
causal-final,l.-ért,l.-kért
translative,l.-vé,l.-kké
terminative,l.-ig,l.-kig
essive-formal,l.-ként,l.-kként
essive-modal,—,—
inessive,l.-ben,l.-kben
superessive,l.-n,l.-kön
adessive,l.-nél,l.-knél
illative,l.-be,l.-kbe
sublative,l.-re,l.-kre
allative,l.-höz,l.-khöz
elative,l.-ből,l.-kből
delative,l.-ről,l.-kről
ablative,l.-től,l.-ktől
