0,1,2
<  6,7.0,8  >
Cardinal : hét     Ordinal : hetedik,,
Hungarian Wikipedia article on hét,,
Audio,,(file)
"hatvanhét, hetvenhét, nyolcvanhét, kilencvenhét, százhét  hetedik  heten",,"hetes  tizenhét, huszonhét, harminchét, negyvenhét, ötvenhét"
"Inflection (plural in -ek, front unrounded harmony)",,
,singular,plural
nominative,hét,hetek
accusative,hetet,heteket
dative,hétnek,heteknek
instrumental,héttel,hetekkel
causal-final,hétért,hetekért
translative,hétté,hetekké
terminative,hétig,hetekig
essive-formal,hétként,hetekként
essive-modal,—,—
inessive,hétben,hetekben
superessive,héten,heteken
adessive,hétnél,heteknél
illative,hétbe,hetekbe
sublative,hétre,hetekre
allative,héthez,hetekhez
elative,hétből,hetekből
delative,hétről,hetekről
ablative,héttől,hetektől
Possessive forms of hét,,
possessor,single possession,multiple possessions
1st person sing.,hetem,heteim
2nd person sing.,heted,heteid
3rd person sing.,hete,hetei
1st person plural,hetünk,heteink
2nd person plural,hetetek,heteitek
3rd person plural,hetük,heteik
hetenként  hetente  hétfő  heti,,hétköznap  hétvége  mézeshetek
