0,1,2,3,4,5,6
Audio,,(file),,,,
"Inflection (stem in long/high vowel, back harmony)",,,,,,
,singular,plural,,,,
nominative,francia,franciák,,,,
accusative,franciát,franciákat,,,,
dative,franciának,franciáknak,,,,
instrumental,franciával,franciákkal,,,,
causal-final,franciáért,franciákért,,,,
translative,franciává,franciákká,,,,
terminative,franciáig,franciákig,,,,
essive-formal,franciaként,franciákként,,,,
essive-modal,—,—,,,,
inessive,franciában,franciákban,,,,
superessive,francián,franciákon,,,,
adessive,franciánál,franciáknál,,,,
illative,franciába,franciákba,,,,
sublative,franciára,franciákra,,,,
allative,franciához,franciákhoz,,,,
elative,franciából,franciákból,,,,
delative,franciáról,franciákról,,,,
ablative,franciától,franciáktól,,,,
franciaágy,,Franciaország,,franciasaláta,,
"Inflection (stem in long/high vowel, back harmony)",,,,,,
,singular,plural,,,,
nominative,francia,franciák,,,,
accusative,franciát,franciákat,,,,
dative,franciának,franciáknak,,,,
instrumental,franciával,franciákkal,,,,
causal-final,franciáért,franciákért,,,,
translative,franciává,franciákká,,,,
terminative,franciáig,franciákig,,,,
essive-formal,franciaként,franciákként,,,,
essive-modal,franciául,—,,,,
inessive,franciában,franciákban,,,,
superessive,francián,franciákon,,,,
adessive,franciánál,franciáknál,,,,
illative,franciába,franciákba,,,,
sublative,franciára,franciákra,,,,
allative,franciához,franciákhoz,,,,
elative,franciából,franciákból,,,,
delative,franciáról,franciákról,,,,
ablative,franciától,franciáktól,,,,
Possessive forms of francia,,,,,,
possessor,single possession,multiple possessions,,,,
1st person sing.,franciám,franciáim,,,,
2nd person sing.,franciád,franciáid,,,,
3rd person sing.,franciája,franciái,,,,
1st person plural,franciánk,franciáink,,,,
2nd person plural,franciátok,franciáitok,,,,
3rd person plural,franciájuk,franciáik,,,,
