0,1,2
<  0,1.0,2  >
Cardinal : egy     Ordinal : első,,
Hungarian Wikipedia article on egy,,
Audio,,(file)
"Inflection (plural in -ek, front unrounded harmony)",,
,singular,plural
nominative,egy,—
accusative,egyet,—
dative,egynek,—
instrumental,eggyel,—
causal-final,egyért,—
translative,eggyé,—
terminative,egyig,—
essive-formal,egyként,—
essive-modal,—,—
inessive,egyben,—
superessive,egyen,—
adessive,egynél,—
illative,egybe,—
sublative,egyre,—
allative,egyhez,—
elative,egyből,—
delative,egyről,—
ablative,egytől,—
Possessive forms of egy,,
possessor,single possession,multiple possessions
1st person sing.,egyem,—
2nd person sing.,egyed,—
3rd person sing.,egye,—
1st person plural,együnk,—
2nd person plural,egyetek,—
3rd person plural,együk,—
