0,1,2,3,4,5,6
"Inflection (stem in -e-, front rounded harmony)",,,,,,
,singular,plural,,,,
nominative,észszerű,észszerűek,,,,
accusative,észszerűt,észszerűeket,,,,
dative,észszerűnek,észszerűeknek,,,,
instrumental,észszerűvel,észszerűekkel,,,,
causal-final,észszerűért,észszerűekért,,,,
translative,észszerűvé,észszerűekké,,,,
terminative,észszerűig,észszerűekig,,,,
essive-formal,észszerűként,észszerűekként,,,,
essive-modal,—,—,,,,
inessive,észszerűben,észszerűekben,,,,
superessive,észszerűn,észszerűeken,,,,
adessive,észszerűnél,észszerűeknél,,,,
illative,észszerűbe,észszerűekbe,,,,
sublative,észszerűre,észszerűekre,,,,
allative,észszerűhöz,észszerűekhez,,,,
elative,észszerűből,észszerűekből,,,,
delative,észszerűről,észszerűekről,,,,
ablative,észszerűtől,észszerűektől,,,,
észszerűen,,észszerűség,,észszerűsít,,észszerűtlen
