0,1,2,3,4,5,6
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,puchnąć,,,,,
present tense,1st,puchnę,puchniemy,,,
2nd,puchniesz,puchniecie,,,,
3rd,puchnie,puchną,,,,
past tense,1st,puchnąłem,puchnęłam,,puchnęliśmy,puchnęłyśmy
2nd,puchnąłeś,puchnęłaś,,puchnęliście,puchnęłyście,
3rd,puchnął,puchnęła,puchnęło,puchnęli,puchnęły,
future tense,1st,będę puchnął1,będę puchnęła1,,będziemy puchnęli1,będziemy puchnęły1
2nd,będziesz puchnął1,będziesz puchnęła1,,będziecie puchnęli1,będziecie puchnęły1,
3rd,będzie puchnął1,będzie puchnęła1,będzie puchnęło1,będą puchnęli1,będą puchnęły1,
conditional,1st,puchnąłbym,puchnęłabym,,puchnęlibyśmy,puchnęłybyśmy
2nd,puchnąłbyś,puchnęłabyś,,puchnęlibyście,puchnęłybyście,
3rd,puchnąłby,puchnęłaby,puchnęłoby,puchnęliby,puchnęłyby,
imperative,1st,—,puchnijmy,,,
2nd,puchnij,puchnijcie,,,,
3rd,niech puchnie,niech puchną,,,,
active adjectival participle,puchnący,puchnąca,puchnące,puchnący,puchnące,
contemporary adverbial participle,puchnąc,,,,,
impersonal past,puchnięto,,,,,
verbal noun,puchnięcie,,,,,
"1 or: będę puchnąć, będziesz puchnąć etc.",,,,,,
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,puchnąć,,,,,
present tense,1st,puchnę,puchniemy,,,
2nd,puchniesz,puchniecie,,,,
3rd,puchnie,puchną,,,,
past tense,1st,puchłem,puchłam,,puchliśmy,puchłyśmy
2nd,puchłeś,puchłaś,,puchliście,puchłyście,
3rd,puchł,puchła,puchło,puchli,puchły,
future tense,1st,będę puchł1,będę puchła1,,będziemy puchli1,będziemy puchły1
2nd,będziesz puchł1,będziesz puchła1,,będziecie puchli1,będziecie puchły1,
3rd,będzie puchł1,będzie puchła1,będzie puchło1,będą puchli1,będą puchły1,
conditional,1st,puchłbym,puchłabym,,puchlibyśmy,puchłybyśmy
2nd,puchłbyś,puchłabyś,,puchlibyście,puchłybyście,
3rd,puchłby,puchłaby,puchłoby,puchliby,puchłyby,
imperative,1st,—,puchnijmy,,,
2nd,puchnij,puchnijcie,,,,
3rd,niech puchnie,niech puchną,,,,
active adjectival participle,puchnący,puchnąca,puchnące,puchnący,puchnące,
contemporary adverbial participle,puchnąc,,,,,
impersonal past,puchnięto,,,,,
verbal noun,puchnięcie,,,,,
"1 or: będę puchnąć, będziesz puchnąć etc.",,,,,,
