0,1,2,3,4,5,6
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,słać,,,,,
present tense,1st,ślę,ślemy,,,
2nd,ślesz,ślecie,,,,
3rd,śle,ślą,,,,
past tense,1st,słałem,słałam,,słaliśmy,słałyśmy
2nd,słałeś,słałaś,,słaliście,słałyście,
3rd,słał,słała,słało,słali,słały,
future tense,1st,będę słał1,będę słała1,,będziemy słali1,będziemy słały1
2nd,będziesz słał1,będziesz słała1,,będziecie słali1,będziecie słały1,
3rd,będzie słał1,będzie słała1,będzie słało1,będą słali1,będą słały1,
conditional,1st,słałbym,słałabym,,słalibyśmy,słałybyśmy
2nd,słałbyś,słałabyś,,słalibyście,słałybyście,
3rd,słałby,słałaby,słałoby,słaliby,słałyby,
imperative,1st,—,ślijmy,,,
2nd,ślij,ślijcie,,,,
3rd,niech śle,niech ślą,,,,
active adjectival participle,ślący,śląca,ślące,ślący,ślące,
passive adjectival participle,słany,słana,słane,słani,słane,
contemporary adverbial participle,śląc,,,,,
impersonal past,słano,,,,,
verbal noun,słanie,,,,,
"1 or: będę słać, będziesz słać etc.",,,,,,
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,słać,,,,,
present tense,1st,ścielę,ścielemy,,,
2nd,ścielesz,ścielecie,,,,
3rd,ściele,ścielą,,,,
past tense,1st,słałem,słałam,,słaliśmy,słałyśmy
2nd,słałeś,słałaś,,słaliście,słałyście,
3rd,słał,słała,słało,słali,słały,
future tense,1st,będę słał1,będę słała1,,będziemy słali1,będziemy słały1
2nd,będziesz słał1,będziesz słała1,,będziecie słali1,będziecie słały1,
3rd,będzie słał1,będzie słała1,będzie słało1,będą słali1,będą słały1,
conditional,1st,słałbym,słałabym,,słalibyśmy,słałybyśmy
2nd,słałbyś,słałabyś,,słalibyście,słałybyście,
3rd,słałby,słałaby,słałoby,słaliby,słałyby,
imperative,1st,—,ścielmy,,,
2nd,ściel,ścielcie,,,,
3rd,niech ściele,niech ścielą,,,,
active adjectival participle,ścielący,ścieląca,ścielące,ścielący,ścielące,
passive adjectival participle,słany,słana,słane,słani,słane,
contemporary adverbial participle,ścieląc,,,,,
impersonal past,słano,,,,,
verbal noun,słanie,,,,,
"1 or: będę słać, będziesz słać etc.",,,,,,
