0,1,2,3,4,5,6
audio,,(file),,,,
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,stać,,,,,
present tense,1st,stoję,stoimy,,,
2nd,stoisz,stoicie,,,,
3rd,stoi,stoją,,,,
past tense,1st,stałem,stałam,,staliśmy,stałyśmy
2nd,stałeś,stałaś,,staliście,stałyście,
3rd,stał,stała,stało,stali,stały,
future tense,1st,będę stał1,będę stała1,,będziemy stali1,będziemy stały1
2nd,będziesz stał1,będziesz stała1,,będziecie stali1,będziecie stały1,
3rd,będzie stał1,będzie stała1,będzie stało1,będą stali1,będą stały1,
conditional,1st,stałbym,stałabym,,stalibyśmy,stałybyśmy
2nd,stałbyś,stałabyś,,stalibyście,stałybyście,
3rd,stałby,stałaby,stałoby,staliby,stałyby,
imperative,1st,—,stójmy,,,
2nd,stój,stójcie,,,,
3rd,niech stoi,niech stoją,,,,
active adjectival participle,stojący,stojąca,stojące,stojący,stojące,
contemporary adverbial participle,stojąc,,,,,
verbal noun,stanie,,,,,
"1 or: będę stać, będziesz stać etc.",,,,,,
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, n, f",
infinitive,stać,,,,,
future tense,1st,stanę,staniemy,,,
2nd,staniesz,staniecie,,,,
3rd,stanie,staną,,,,
past tense,1st,stałem,stałam,,staliśmy,stałyśmy
2nd,stałeś,stałaś,,staliście,stałyście,
3rd,stał,stała,stało,stali,stały,
conditional,1st,stałbym,stałabym,,stalibyśmy,stałybyśmy
2nd,stałbyś,stałabyś,,stalibyście,stałybyście,
3rd,stałby,stałaby,stałoby,staliby,stałyby,
imperative,1st,niech stanę,stańmy,,,
2nd,stań,stańcie,,,,
3rd,niech stanie,niech staną,,,,
anterior adverbial participle,stawszy,,,,,
impersonal past,stano,,,,,
verbal noun,stanie,,,,,
