0,1,2,3,4,5,6
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,wlec,,,,,
present tense,1st,wlokę,wleczemy,,,
2nd,wleczesz,wleczecie,,,,
3rd,wlecze,wloką,,,,
past tense,1st,wlokłem,wlokłam,,wlekliśmy,wlokłyśmy
2nd,wlokłeś,wlokłaś,,wlekliście,wlokłyście,
3rd,wlókł,wlokła,wlokło,wlekli,wlokły,
future tense,1st,będę wlókł1,będę wlokła1,,będziemy wlekli1,będziemy wlokły1
2nd,będziesz wlókł1,będziesz wlokła1,,będziecie wlekli1,będziecie wlokły1,
3rd,będzie wlókł1,będzie wlokła1,będzie wlokło1,będą wlekli1,będą wlokły1,
conditional,1st,wlókłbym,wlokłabym,,wleklibyśmy,wlokłybyśmy
2nd,wlókłbyś,wlokłabyś,,wleklibyście,wlokłybyście,
3rd,wlókłby,wlokłaby,wlokłoby,wlekliby,wlokłyby,
imperative,1st,—,wleczmy,,,
2nd,wlecz,wleczcie,,,,
3rd,niech wlecze,niech wloką,,,,
active adjectival participle,wlokący,wlokąca,wlokące,wlokący,wlokące,
passive adjectival participle,wleczony,wleczona,wleczone,wleczeni,wleczone,
contemporary adverbial participle,wlokąc,,,,,
impersonal past,wleczono,,,,,
verbal noun,wleczenie,,,,,
"1 or: będę wlec, będziesz wlec etc.",,,,,,
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,wlec,,,,,
present tense,1st,wlekę,wleczemy,,,
2nd,wleczesz,wleczecie,,,,
3rd,wlecze,wleką,,,,
past tense,1st,wlekłem,wlekłam,,wlekliśmy,wlekłyśmy
2nd,wlekłeś,wlekłaś,,wlekliście,wlekłyście,
3rd,wlekł,wlekła,wlekło,wlekli,wlekły,
future tense,1st,będę wlekł1,będę wlekła1,,będziemy wlekli1,będziemy wlekły1
2nd,będziesz wlekł1,będziesz wlekła1,,będziecie wlekli1,będziecie wlekły1,
3rd,będzie wlekł1,będzie wlekła1,będzie wlekło1,będą wlekli1,będą wlekły1,
conditional,1st,wlekłbym,wlekłabym,,wleklibyśmy,wlekłybyśmy
2nd,wlekłbyś,wlekłabyś,,wleklibyście,wlekłybyście,
3rd,wlekłby,wlekłaby,wlekłoby,wlekliby,wlekłyby,
imperative,1st,—,wleczmy,,,
2nd,wlecz,wleczcie,,,,
3rd,niech wlecze,niech wleką,,,,
active adjectival participle,wlekący,wlekąca,wlekące,wlekący,wlekące,
passive adjectival participle,wleczony,wleczona,wleczone,wleczeni,wleczone,
contemporary adverbial participle,wlekąc,,,,,
impersonal past,wleczono,,,,,
verbal noun,wleczenie,,,,,
"1 or: będę wlec, będziesz wlec etc.",,,,,,
"wlec się  dowlec się  nawlekać, nawlec  oblekać (się), oblec  powlekać (się), powlec",,"przewlekać, przewlec  przywlekać, przywlec  zawlec  zwlekać",,,,
przewlekły,,,,,,
