0,1,2,3,4,5,6
infinitive,exagerar,,,,,
auxiliary verb,aver,gerund,exagerando,,,
past participle,exagerà,,,,,
person,singular,plural,,,,
first,second,third,first,second,third,
indicative,mi,ti,eło / eła,noialtri / noialtre,voialtri / voialtre,łuri / łore
present,exagero,(te) exageri,(el/ła) exagera,"exagerémo, exageròn",exageré,(i/łe) exagera
imperfect,exagerava,(te) exageravi,(el/ła) exagerava,exageràvimo,exageravi,(i/łe) exagerava
future,exagerarò,(te) exagerarè,(el/ła) exagerarà,exagerarémo,exagerarè,(i/łe) exagerarà
conditional,mi,ti,eło / eła,noialtri / noialtre,voialtri / voialtre,łuri / łore
present,exagerarìa,(te) exagerarisi,(el/ła) exagerarìa,exagerarìsimo,exagerarisi,(i/łe) exagerarìa
subjunctive,che mi,che ti,che eło / eła,che noialtri / noialtre,che voialtri / voialtre,che łuri / łore
present,"exagere, exagera",(te) exageri,"(el/ła) exagere, (el/ła) exagera","exagerémo, exagerone",exageré,"(i/łe) exagere, (i/łe) exagera"
imperfect,exagerase,(te) exagerasi,(el/ła) exagerase,exageràsimo,exagerasi,(i/łe) exagerase
imperative,—,ti,eło / eła,noialtri / noialtre,voialtri / voialtre,łuri / łore
—,(te) exagera,"(el/ła) exagera, (el/ła) exagere",exagerémo,exageré,"(i/łe) exagera, (i/łe) exagere",
