0,1,2,3,4
Declension of pína,,,,
f1,singular,plural,,
indefinite,definite,indefinite,definite,
nominative,pína,pínan,pínur,pínurnar
accusative,pínu,pínuna,pínur,pínurnar
dative,pínu,pínuni,pínum,pínunum
genitive,pínu,pínunnar,pína,pínanna
v-1,,,,
,,,,
infinitive,pína,,,
present participle,pínandi,,,
past participle a7,píndur,,,
supine,pínt,,,
number,singular,plural,,
person,first,second,third,all
indicative,eg,tú,hann/hon/tað,"vit, tit, teir/tær/tey, tygum"
present,píni,pínir,pínir,pína
past,píndi,píndi,píndi,píndu
imperative,–,tú,–,tit
present,—,pín!,—,pínið!
v-30,,,,
,,,,
infinitive,pína,,,
present participle,pínandi,,,
past participle a6,pínaður,,,
supine,pínað,,,
number,singular,plural,,
person,first,second,third,all
indicative,eg,tú,hann/hon/tað,"vit, tit, teir/tær/tey, tygum"
present,píni,pínar,pínar,pína
past,pínaði,pínaði,pínaði,pínaðu
imperative,–,tú,–,tit
present,—,pína!,—,pínið!
