0,1,2,3,4
bláur a17,,,,
Singular (eintal),m (kallkyn),f (kvennkyn),n (hvørkikyn),
Nominative (hvørfall),bláur,blá,blátt,
Accusative (hvønnfall),bláan,bláa,,
Dative (hvørjumfall),bláum,bláari,bláum,
Genitive (hvørsfall),(blás),(bláar),(blás),
,,,,
Plural (fleirtal),m (kallkyn),f (kvennkyn),n (hvørkikyn),
Nominative (hvørfall),bláir,bláar,blá,
Accusative (hvønnfall),bláar,,,
Dative (hvørjumfall),bláum,,,
Genitive (hvørsfall),(bláa),,,
Weak adjectival inflection of bláur,,,,
Singular (eintal),m,f,n,
Nominative (hvørfall),blái,bláa,bláa,
Accusative (hvønnfall),bláa,bláu,,
Dative (hvørjumfall),,,,
Genitive (hvørsfall),,,,
,,,,
Plural (fleirtal),m,f,n,
Nominative (hvørfall),bláu,,,
Accusative (hvønnfall),,,,
Dative (hvørjumfall),,,,
Genitive (hvørsfall),,,,
"blágráur ‎(“bluish-grey, slate blue”, adjective)  blágrønur ‎(“blue-green”, adjective)",,"dimmbláur, myrkabláur ‎(“dark blue”, adjective)  ljósabláur ‎(“light blue”, adjective)",,silvurbláur  viólbláur
"brúnur ‎(“brown”, adjective)  gráur ‎(“grey”, adjective)  grønur ‎(“green”, adjective)",,"gulur ‎(“yellow”, adjective)  hvítur ‎(“white”, adjective)  litur m ‎(“colour”)",,"reyður ‎(“red”, adjective)  svartur ‎(“black”, adjective)"
