0,1,2
"Enumerative concord, tone class L",,
,Modifier,
Class 1,munye,
Class 2,banye,
Class 3,munye,
Class 4,minye,
Class 5,linye,
Class 6,manye,
Class 7,sinye,
Class 8,zinye,
Class 9,yinye,
Class 10,zinye,
Class 11,lunye,
Class 14,bunye,
Class 15,kunye,
Class 17,kunye,
"Adjective concord, tone class L",,
,Modifier,Copulative
1st singular,engimunye,ngimunye
2nd singular,omunye,umunye
1st plural,esibanye,sibanye
2nd plural,enibanye,nibanye
Class 1,omunye,munye
Class 2,abanye,banye
Class 3,omunye,munye
Class 4,eminye,minye
Class 5,elinye,linye
Class 6,amanye,manye
Class 7,esinye,sinye
Class 8,ezinye,zinye
Class 9,enye,inye
Class 10,ezinye,zinye
Class 11,olunye,lunye
Class 14,obunye,bunye
Class 15,okunye,kunye
Class 17,okunye,kunye
