0,1,2,3,4,5,6,7
,singular,plural,,,,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation,,,
nominative/accusative,(un) gospodar,gospodarul,(niște) gospodari,gospodarii,,,
genitive/dative,(unui) gospodar,gospodarului,(unor) gospodari,gospodarilor,,,
vocative,gospodarule,gospodarilor,,,,,
,singular,plural,,,,,
,,masculine,neuter,feminine,masculine,neuter,feminine
nominative/ accusative,indefinite,gospodar,gospodară,gospodari,gospodare,,
definite,gospodarul,gospodara,gospodarii,gospodarele,,,
genitive/ dative,indefinite,gospodar,gospodare,gospodari,gospodare,,
definite,gospodarului,gospodarei,gospodarilor,gospodarelor,,,
