0,1,2,3,4
Chemical element,,,,
Pb,Previous: taliu (Tl),,,
Next: bismut (Bi),,,,
,singular,,,
n gender,indefinite articulation,definite articulation,,
nominative/accusative,plumb,plumbul,,
genitive/dative,plumb,plumbului,,
vocative,plumbule,,,
,singular,plural,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation
nominative/accusative,(un) plumb,plumbul,(niște) plumbi,plumbii
genitive/dative,(unui) plumb,plumbului,(unor) plumbi,plumbilor
vocative,plumbule,plumbilor,,
,singular,plural,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation
nominative/accusative,(un) plumb,plumbul,(niște) plumburi,plumburile
genitive/dative,(unui) plumb,plumbului,(unor) plumburi,plumburilor
vocative,plumbule,plumburilor,,
