0,1,2,3,4,5,6,7
,singular,plural,,,,,
,,masculine,neuter,feminine,masculine,neuter,feminine
nominative/ accusative,indefinite,nebun,nebună,nebuni,nebune,,
definite,nebunul,nebuna,nebunii,nebunele,,,
genitive/ dative,indefinite,nebun,nebune,nebuni,nebune,,
definite,nebunului,nebunei,nebunilor,nebunelor,,,
,singular,plural,,,,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation,,,
nominative/accusative,(un) nebun,nebunul,(niște) nebuni,nebunii,,,
genitive/dative,(unui) nebun,nebunului,(unor) nebuni,nebunilor,,,
vocative,nebunule,nebunilor,,,,,
Chess pieces in Romanian · piese de șah (layout · text),,,,,,,
,,,,,,,
rege,"regină, damă","tură, turn",nebun,cal,pion,,
