0,1,2,3,4,5,6,7
infinitive,a goli,,,,,,
gerund,golind,,,,,,
past participle,golit,,,,,,
number,singular,plural,,,,,
person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
indicative,,eu,tu,el/ea,noi,voi,ei/ele
present,golesc,golești,golește,golim,goliți,golesc,
imperfect,goleam,goleai,golea,goleam,goleați,goleau,
simple perfect,golii,goliși,goli,golirăm,golirăți,goliră,
pluperfect,golisem,goliseși,golise,goliserăm,goliserăți,goliseră,
subjunctive,,eu,tu,el/ea,noi,voi,ei/ele
present,să golesc,să golești,să golească,să golim,să goliți,să golească,
imperative,,—,tu,—,—,voi,—
affirmative,,golește,,,goliți,,
negative,,nu goli,,,nu goliți,,
