0,1,2,3,4,5,6,7
,singular,plural,,,,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation,,,
nominative/accusative,(un) ochi,ochiul,(niște) ochi,ochii,,,
genitive/dative,(unui) ochi,ochiului,(unor) ochi,ochilor,,,
vocative,ochiule,ochilor,,,,,
infinitive,a ochi,,,,,,
gerund,ochind,,,,,,
past participle,ochit,,,,,,
number,singular,plural,,,,,
person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
indicative,,eu,tu,el/ea,noi,voi,ei/ele
present,ochesc,ochești,ochește,ochim,ochiți,ochesc,
imperfect,ocheam,ocheai,ochea,ocheam,ocheați,ocheau,
simple perfect,ochii,ochiși,ochi,ochirăm,ochirăți,ochiră,
pluperfect,ochisem,ochiseși,ochise,ochiserăm,ochiserăți,ochiseră,
subjunctive,,eu,tu,el/ea,noi,voi,ei/ele
present,să ochesc,să ochești,să ochească,să ochim,să ochiți,să ochească,
imperative,,—,tu,—,—,voi,—
affirmative,,ochește,,,ochiți,,
negative,,nu ochi,,,nu ochiți,,
