0,1,2,3,4,5,6,7
infinitive,a ciocăni,,,,,,
gerund,ciocănind,,,,,,
past participle,ciocănit,,,,,,
number,singular,plural,,,,,
person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
indicative,,eu,tu,el/ea,noi,voi,ei/ele
present,ciocănesc,ciocănești,ciocănește,ciocănim,ciocăniți,ciocănesc,
imperfect,ciocăneam,ciocăneai,ciocănea,ciocăneam,ciocăneați,ciocăneau,
simple perfect,ciocănii,ciocăniși,ciocăni,ciocănirăm,ciocănirăți,ciocăniră,
pluperfect,ciocănisem,ciocăniseși,ciocănise,ciocăniserăm,ciocăniserăți,ciocăniseră,
subjunctive,,eu,tu,el/ea,noi,voi,ei/ele
present,să ciocănesc,să ciocănești,să ciocănească,să ciocănim,să ciocăniți,să ciocănească,
imperative,,—,tu,—,—,voi,—
affirmative,,ciocănește,,,ciocăniți,,
negative,,nu ciocăni,,,nu ciocăniți,,
infinitive,a ciocăni,,,,,,
gerund,ciocănind,,,,,,
past participle,ciocănit,,,,,,
number,singular,plural,,,,,
person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
indicative,,eu,tu,el/ea,noi,voi,ei/ele
present,ciocăn,ciocăni,ciocăne,ciocănim,ciocăniți,ciocăne,
imperfect,ciocăneam,ciocăneai,ciocănea,ciocăneam,ciocăneați,ciocăneau,
simple perfect,ciocănii,ciocăniși,ciocăni,ciocănirăm,ciocănirăți,ciocăniră,
pluperfect,ciocănisem,ciocăniseși,ciocănise,ciocăniserăm,ciocăniserăți,ciocăniseră,
subjunctive,,eu,tu,el/ea,noi,voi,ei/ele
present,să ciocăn,să ciocăni,să ciocăne,să ciocănim,să ciocăniți,să ciocăne,
imperative,,—,tu,—,—,voi,—
affirmative,,ciocăne,,,ciocăniți,,
negative,,nu ciocăni,,,nu ciocăniți,,
