0,1,2
,singular,plural
nominative,puma,pumakuna
accusative,pumata,pumakunata
dative,pumaman,pumakunaman
genitive,pumap,pumakunap
locative,pumapi,pumakunapi
terminative,pumakama,pumakunakama
ablative,pumamanta,pumakunamanta
instrumental,pumawan,pumakunawan
comitative,pumantin,pumakunantin
abessive,pumannaq,pumakunannaq
comparative,pumahina,pumakunahina
causative,pumarayku,pumakunarayku
benefactive,pumapaq,pumakunapaq
associative,pumapura,pumakunapura
distributive,pumanka,pumakunanka
exclusive,pumalla,pumakunalla
ñuqap (my),singular,plural
nominative,pumay,pumaykuna
accusative,pumayta,pumaykunata
dative,pumayman,pumaykunaman
genitive,pumaypa,pumaykunap
locative,pumaypi,pumaykunapi
terminative,pumaykama,pumaykunakama
ablative,pumaymanta,pumaykunamanta
instrumental,pumaywan,pumaykunawan
comitative,pumaynintin,pumaykunantin
abessive,pumayninnaq,pumaykunannaq
comparative,pumayhina,pumaykunahina
causative,pumayrayku,pumaykunarayku
benefactive,pumaypaq,pumaykunapaq
associative,pumaypura,pumaykunapura
distributive,pumayninka,pumaykunanka
exclusive,pumaylla,pumaykunalla
qampa (your),singular,plural
nominative,pumayki,pumaykikuna
accusative,pumaykita,pumaykikunata
dative,pumaykiman,pumaykikunaman
genitive,pumaykipa,pumaykikunap
locative,pumaykipi,pumaykikunapi
terminative,pumaykikama,pumaykikunakama
ablative,pumaykimanta,pumaykikunamanta
instrumental,pumaykiwan,pumaykikunawan
comitative,pumaykintin,pumaykikunantin
abessive,pumaykinnaq,pumaykikunannaq
comparative,pumaykihina,pumaykikunahina
causative,pumaykirayku,pumaykikunarayku
benefactive,pumaykipaq,pumaykikunapaq
associative,pumaykipura,pumaykikunapura
distributive,pumaykinka,pumaykikunanka
exclusive,pumaykilla,pumaykikunalla
paypa (his/her/its),singular,plural
nominative,puman,pumankuna
accusative,pumanta,pumankunata
dative,pumanman,pumankunaman
genitive,pumanpa,pumankunap
locative,pumanpi,pumankunapi
terminative,pumankama,pumankunakama
ablative,pumanmanta,pumankunamanta
instrumental,pumanwan,pumankunawan
comitative,pumanintin,pumankunantin
abessive,pumanninnaq,pumankunannaq
comparative,pumanhina,pumankunahina
causative,pumanrayku,pumankunarayku
benefactive,pumanpaq,pumankunapaq
associative,pumanpura,pumankunapura
distributive,pumaninka,pumankunanka
exclusive,pumanlla,pumankunalla
ñuqanchikpa (our(incl)),singular,plural
nominative,pumanchik,pumanchikkuna
accusative,pumanchikta,pumanchikkunata
dative,pumanchikman,pumanchikkunaman
genitive,pumanchikpa,pumanchikkunap
locative,pumanchikpi,pumanchikkunapi
terminative,pumanchikkama,pumanchikkunakama
ablative,pumanchikmanta,pumanchikkunamanta
instrumental,pumanchikwan,pumanchikkunawan
comitative,pumanchiknintin,pumanchikkunantin
abessive,pumanchikninnaq,pumanchikkunannaq
comparative,pumanchikhina,pumanchikkunahina
causative,pumanchikrayku,pumanchikkunarayku
benefactive,pumanchikpaq,pumanchikkunapaq
associative,pumanchikpura,pumanchikkunapura
distributive,pumanchikninka,pumanchikkunanka
exclusive,pumanchiklla,pumanchikkunalla
ñuqaykup (our(excl)),singular,plural
nominative,pumayku,pumaykukuna
accusative,pumaykuta,pumaykukunata
dative,pumaykuman,pumaykukunaman
genitive,pumaykupa,pumaykukunap
locative,pumaykupi,pumaykukunapi
terminative,pumaykukama,pumaykukunakama
ablative,pumaykumanta,pumaykukunamanta
instrumental,pumaykuwan,pumaykukunawan
comitative,pumaykuntin,pumaykukunantin
abessive,pumaykunnaq,pumaykukunannaq
comparative,pumaykuhina,pumaykukunahina
causative,pumaykurayku,pumaykukunarayku
benefactive,pumaykupaq,pumaykukunapaq
associative,pumaykupura,pumaykukunapura
distributive,pumaykunka,pumaykukunanka
exclusive,pumaykulla,pumaykukunalla
qamkunap (your(pl)),singular,plural
nominative,pumaykichik,pumaykichikkuna
accusative,pumaykichikta,pumaykichikkunata
dative,pumaykichikman,pumaykichikkunaman
genitive,pumaykichikpa,pumaykichikkunap
locative,pumaykichikpi,pumaykichikkunapi
terminative,pumaykichikkama,pumaykichikkunakama
ablative,pumaykichikmanta,pumaykichikkunamanta
instrumental,pumaykichikwan,pumaykichikkunawan
comitative,pumaykichiknintin,pumaykichikkunantin
abessive,pumaykichikninnaq,pumaykichikkunannaq
comparative,pumaykichikhina,pumaykichikkunahina
causative,pumaykichikrayku,pumaykichikkunarayku
benefactive,pumaykichikpaq,pumaykichikkunapaq
associative,pumaykichikpura,pumaykichikkunapura
distributive,pumaykichikninka,pumaykichikkunanka
exclusive,pumaykichiklla,pumaykichikkunalla
paykunap (their),singular,plural
nominative,pumanku,pumankukuna
accusative,pumankuta,pumankukunata
dative,pumankuman,pumankukunaman
genitive,pumankupa,pumankukunap
locative,pumankupi,pumankukunapi
terminative,pumankukama,pumankukunakama
ablative,pumankumanta,pumankukunamanta
