0,1,2,3,4,5,6,7,8
infinitive,chiqniy,,,,,,,
agentive,chiqniq,,,,,,,
present participle,chiqnispa,,,,,,,
past participle,chiqnisqa,,,,,,,
future participle,chiqnina,,,,,,,
,singular,plural,,,,,,
1st person,2nd person,3rd person,1st person inclusive,1st person exclusive,2nd person,3rd person,,
indicative,,ñuqa,qam,pay,ñuqanchik,ñuqayku,qamkuna,paykuna
present,chiqnini,chiqninki,chiqnin,chiqninchik,chiqniyku,chiqninkichik,chiqninku,
past(experienced),chiqnirqani,chiqnirqanki,chiqnirqan,chiqnirqanchik,chiqnirqaniku,chiqnirqankichik,chiqnirqanku,
past(reported),chiqnisqani,chiqnisqanki,chiqnisqan,chiqnisqanchik,chiqnisqaniku,chiqnisqankichik,chiqnisqanku,
future,chiqnisaq,chiqninki,chiqninqa,chiqnisunchik,chiqnisaqku,chiqninkichik,chiqninqaku,
,,,,,,,,
imperative,,—,qam,pay,—,—,qamkuna,paykuna
affirmative,,chiqniy,chiqnichun,,,chiqniychik,chiqnichunku,
negative,,amachiqniychu,amachiqnichunchu,,,amachiqniychikchu,amachiqnichunkuchu,
