0,1,2
,singular,plural
nominative,grasya,grasyakuna
accusative,grasyata,grasyakunata
dative,grasyaman,grasyakunaman
genitive,grasyap,grasyakunap
locative,grasyapi,grasyakunapi
terminative,grasyakama,grasyakunakama
ablative,grasyamanta,grasyakunamanta
instrumental,grasyawan,grasyakunawan
comitative,grasyantin,grasyakunantin
abessive,grasyannaq,grasyakunannaq
comparative,grasyahina,grasyakunahina
causative,grasyarayku,grasyakunarayku
benefactive,grasyapaq,grasyakunapaq
associative,grasyapura,grasyakunapura
distributive,grasyanka,grasyakunanka
exclusive,grasyalla,grasyakunalla
ñuqap (my),singular,plural
nominative,grasyay,grasyaykuna
accusative,grasyayta,grasyaykunata
dative,grasyayman,grasyaykunaman
genitive,grasyaypa,grasyaykunap
locative,grasyaypi,grasyaykunapi
terminative,grasyaykama,grasyaykunakama
ablative,grasyaymanta,grasyaykunamanta
instrumental,grasyaywan,grasyaykunawan
comitative,grasyaynintin,grasyaykunantin
abessive,grasyayninnaq,grasyaykunannaq
comparative,grasyayhina,grasyaykunahina
causative,grasyayrayku,grasyaykunarayku
benefactive,grasyaypaq,grasyaykunapaq
associative,grasyaypura,grasyaykunapura
distributive,grasyayninka,grasyaykunanka
exclusive,grasyaylla,grasyaykunalla
qampa (your),singular,plural
nominative,grasyayki,grasyaykikuna
accusative,grasyaykita,grasyaykikunata
dative,grasyaykiman,grasyaykikunaman
genitive,grasyaykipa,grasyaykikunap
locative,grasyaykipi,grasyaykikunapi
terminative,grasyaykikama,grasyaykikunakama
ablative,grasyaykimanta,grasyaykikunamanta
instrumental,grasyaykiwan,grasyaykikunawan
comitative,grasyaykintin,grasyaykikunantin
abessive,grasyaykinnaq,grasyaykikunannaq
comparative,grasyaykihina,grasyaykikunahina
causative,grasyaykirayku,grasyaykikunarayku
benefactive,grasyaykipaq,grasyaykikunapaq
associative,grasyaykipura,grasyaykikunapura
distributive,grasyaykinka,grasyaykikunanka
exclusive,grasyaykilla,grasyaykikunalla
paypa (his/her/its),singular,plural
nominative,grasyan,grasyankuna
accusative,grasyanta,grasyankunata
dative,grasyanman,grasyankunaman
genitive,grasyanpa,grasyankunap
locative,grasyanpi,grasyankunapi
terminative,grasyankama,grasyankunakama
ablative,grasyanmanta,grasyankunamanta
instrumental,grasyanwan,grasyankunawan
comitative,grasyanintin,grasyankunantin
abessive,grasyanninnaq,grasyankunannaq
comparative,grasyanhina,grasyankunahina
causative,grasyanrayku,grasyankunarayku
benefactive,grasyanpaq,grasyankunapaq
associative,grasyanpura,grasyankunapura
distributive,grasyaninka,grasyankunanka
exclusive,grasyanlla,grasyankunalla
ñuqanchikpa (our(incl)),singular,plural
nominative,grasyanchik,grasyanchikkuna
accusative,grasyanchikta,grasyanchikkunata
dative,grasyanchikman,grasyanchikkunaman
genitive,grasyanchikpa,grasyanchikkunap
locative,grasyanchikpi,grasyanchikkunapi
terminative,grasyanchikkama,grasyanchikkunakama
ablative,grasyanchikmanta,grasyanchikkunamanta
instrumental,grasyanchikwan,grasyanchikkunawan
comitative,grasyanchiknintin,grasyanchikkunantin
abessive,grasyanchikninnaq,grasyanchikkunannaq
comparative,grasyanchikhina,grasyanchikkunahina
causative,grasyanchikrayku,grasyanchikkunarayku
benefactive,grasyanchikpaq,grasyanchikkunapaq
associative,grasyanchikpura,grasyanchikkunapura
distributive,grasyanchikninka,grasyanchikkunanka
exclusive,grasyanchiklla,grasyanchikkunalla
ñuqaykup (our(excl)),singular,plural
nominative,grasyayku,grasyaykukuna
accusative,grasyaykuta,grasyaykukunata
dative,grasyaykuman,grasyaykukunaman
genitive,grasyaykupa,grasyaykukunap
locative,grasyaykupi,grasyaykukunapi
terminative,grasyaykukama,grasyaykukunakama
ablative,grasyaykumanta,grasyaykukunamanta
instrumental,grasyaykuwan,grasyaykukunawan
comitative,grasyaykuntin,grasyaykukunantin
abessive,grasyaykunnaq,grasyaykukunannaq
comparative,grasyaykuhina,grasyaykukunahina
causative,grasyaykurayku,grasyaykukunarayku
benefactive,grasyaykupaq,grasyaykukunapaq
associative,grasyaykupura,grasyaykukunapura
distributive,grasyaykunka,grasyaykukunanka
exclusive,grasyaykulla,grasyaykukunalla
qamkunap (your(pl)),singular,plural
nominative,grasyaykichik,grasyaykichikkuna
accusative,grasyaykichikta,grasyaykichikkunata
dative,grasyaykichikman,grasyaykichikkunaman
genitive,grasyaykichikpa,grasyaykichikkunap
locative,grasyaykichikpi,grasyaykichikkunapi
terminative,grasyaykichikkama,grasyaykichikkunakama
ablative,grasyaykichikmanta,grasyaykichikkunamanta
instrumental,grasyaykichikwan,grasyaykichikkunawan
comitative,grasyaykichiknintin,grasyaykichikkunantin
abessive,grasyaykichikninnaq,grasyaykichikkunannaq
comparative,grasyaykichikhina,grasyaykichikkunahina
causative,grasyaykichikrayku,grasyaykichikkunarayku
benefactive,grasyaykichikpaq,grasyaykichikkunapaq
associative,grasyaykichikpura,grasyaykichikkunapura
distributive,grasyaykichikninka,grasyaykichikkunanka
exclusive,grasyaykichiklla,grasyaykichikkunalla
paykunap (their),singular,plural
nominative,grasyanku,grasyankukuna
accusative,grasyankuta,grasyankukunata
dative,grasyankuman,grasyankukunaman
genitive,grasyankupa,grasyankukunap
locative,grasyankupi,grasyankukunapi
terminative,grasyankukama,grasyankukunakama
ablative,grasyankumanta,grasyankukunamanta
instrumental,grasyankuwan,grasyankukunawan
comitative,grasyankuntin,grasyankukunantin
abessive,grasyankunnaq,grasyankukunannaq
comparative,grasyankuhina,grasyankukunahina
causative,grasyankurayku,grasyankukunarayku
benefactive,grasyankupaq,grasyankukunapaq
associative,grasyankupura,grasyankukunapura
distributive,grasyankunka,grasyankukunanka
exclusive,grasyankulla,grasyankukunalla
