0,1,2,3,4,5,6
,,,,,,
Strong declension,,,,,,
,masculine,neuter,feminine,,,
,singular,plural,singular,plural,singular,plural
nominative,wīs,wīse,wīs,wīse,wīs,wīsu
accusative,wīsan,wīse,wīs,wīse,wīsa,wīsu
genitive,wīsis,wīsro,wīsis,wīsro,wīsro,wīsrō
dative,wīson,wīson,wīson,wīson,wīsro,wīson
,,,,,,
Weak declension,,,,,,
,masculine,neuter,feminine,,,
,singular,plural,singular,plural,singular,plural
nominative,wīso,wīsu,wīsa,wīsu,wīsa,wīsu
accusative,wīsin,wīsin,wīsa,wīsin,wīsin,wīsin
genitive,wīsin,wīsno,wīsin,wīsno,wīsin,wīsno
dative,wīsin,wīson,wīsin,wīson,wīsin,wīson
