0,1,2
,,
infinitive,faran,
indicative,present,past
1st person singular,faru,fuor
2nd person singular,"faris, farist",fuori
3rd person singular,farit,fuor
1st person plural,faron,fuorun
2nd person plural,faret,fuorut
3rd person plural,farunt,fuorun
subjunctive,present,past
1st person singular,fare,fuori
2nd person singular,"fares, farest","fuoris, fuorist"
3rd person singular,fare,fuori
1st person plural,faren,fuorin
2nd person plural,faret,fuorit
3rd person plural,farent,fuorint
imperative,present,
singular,far,
plural,faret,
participle,present,past
,farandi,gefaron
