0,1,2
Azerbaijani,,(file)
Other scripts,,
Cyrillic,алма,
Roman,alma,
Perso-Arabic,آلما,
,singular,plural
absolute,alma,almalar
definite accusative,almanı,almaları
dative,almaya,almalara
locative,almada,almalarda
ablative,almadan,almalardan
definite genitive,almanın,almaların
nominative,singular,plural
mənim (my),almam,almalarım
sənin (your),alman,almaların
onun (his/her/its),alması,almaları
bizim (our),almamız,almalarımız
sizin (your),almanız,almalarınız
onların (their),alması almaları,almaları
accusative,singular,plural
mənim (my),almamı,almalarımı
sənin (your),almanı,almalarını
onun (his/her/its),almasını,almalarını
bizim (our),almamızı,almalarımızı
sizin (your),almanızı,almalarınızı
onların (their),almasını almalarını,almalarını
dative,singular,plural
mənim (my),almama,almalarıma
sənin (your),almana,almalarına
onun (his/her/its),almasına,almalarına
bizim (our),almamıza,almalarımıza
sizin (your),almanıza,almalarınıza
onların (their),almasına almalarına,almalarına
locative,singular,plural
mənim (my),almamda,almalarımda
sənin (your),almanda,almalarında
onun (his/her/its),almasında,almalarında
bizim (our),almamızda,almalarımızda
sizin (your),almanızda,almalarınızda
onların (their),almasında almalarında,almalarında
ablative,singular,plural
mənim (my),almamdan,almalarımdan
sənin (your),almandan,almalarından
onun (his/her/its),almasından,almalarından
bizim (our),almamızdan,almalarımızdan
sizin (your),almanızdan,almalarınızdan
onların (their),almasından almalarından,almalarından
genitive,singular,plural
mənim (my),almamın,almalarımın
sənin (your),almanın,almalarının
onun (his/her/its),almasının,almalarının
bizim (our),almamızın,almalarımızın
sizin (your),almanızın,almalarınızın
onların (their),almasının almalarının,almalarının
