0,1,2,3,4
Present,Singular,Dual,Plural,
1st person,dycham,dychamej,dychamy,
2nd person,dychaš,dychatej,dychaśo,
3rd person,dycha,dychatej,dychaju,
Preterite,Singular,Dual,Plural,
1st person,dychach,dychachmej,dychachmy,
2nd person,dychašo,dychaštej,dychašćo,
3rd person,dychašo,dychaštej,dychachu,
Imperative,Singular,Dual,Plural,
2nd person,dychaj,dychajtej,dychajśo,
"dodychaś pf ‎(“breathe one’s last”)  dychadło n ‎(“organ of breathing”)  dychaŕ m ‎(“breather”)  dychaty ‎(“short of breath”)  dychawa f ‎(“windpipe”)  dychnjenje n ‎(“a breath”)  dychotaś impf ‎(“breathe heavily, pant”)",,"dychotaty ‎(“short of breath”)  dychotawy ‎(“short of breath”)  njedychaty ‎(“short of breath, asthmatic”)  pódychaś pf ‎(“breathe weakly”)  pózdychaś pf ‎(“sigh”)  wobdychaś pf ‎(“breathe on”)",,"wobzdychowaś pf ‎(“sigh over, lament”)  wódychaś pf ‎(“catch one’s breath”)  wótdychaś pf ‎(“catch one’s breath”)  wudychaś pf ‎(“breathe out, exhale”)  zadychaś pf ‎(“breathe in”)  zdychaś pf ‎(“sigh”)"
