0,1,2,3,4,5,6,7,8,9
,1st sg.,2nd sg.,3rd sg.,1st pl.,2nd pl.,3rd pl.,Passive sg.,Passive pl.,
Present,Deut.,,,,,,,,
Prot.,,,,,,,,,
,,,,,,,,,
Imperfect,Deut.,,,,,,,,
Prot.,,,,,,,,,
,,,,,,,,,
Preterite,Deut.,,,,,,,,
Prot.,,,,,,,,,
,,,,,,,,,
Perfect,Deut.,,,,,,,,
Prot.,,,,,,,,,
,,,,,,,,,
Future,Deut.,,,,,,,,
Prot.,,,,,,,,,
,,,,,,,,,
Conditional,Deut.,,,,,,,,
Prot.,,,,,,,,,
,,,,,,,,,
Present subjunctive,Deut.,,,,,,,,
Prot.,,,,,,,,,
,,,,,,,,,
Past subjunctive,Deut.,,,,,,,,
Prot.,,,,,,,,,
,,,,,,,,,
Imperative,,,,,,,,,
,,,,,,,,,
Verbal noun,,,,,,,,,
Past participle,,,,,,,,,
Verbal of necessity,,,,,,,,,
Note: only forms actually attested in Old Irish are listed here.,,,,,,,,,
