0,1,2,3,4,5,6,7,8,9
,1st sg.,2nd sg.,3rd sg.,1st pl.,2nd pl.,3rd pl.,Passive sg.,Passive pl.,
Present,Abs.,,,damaid,,,damait,damair,
Conj.,·daimim,·daimi,"·daim, ·dam",·daimem,·daimid,·daimet,"·damar, ·damthar",,
Rel.,,,daimes,,,,,,
,,,,,,,,,
Imperfect,,,,,,·daimtis,·damthae,,
,,,,,,,,,
Preterite,Abs.,,,dámair,,,"dámatar, dámnatar",,
Conj.,·dámar,,·dámair,,,"·dámatar, ·dámnatar",·dét,,
Rel.,,,,,,,,,
,,,,,,,,,
Perfect,Deut.,,,,,,,,
Prot.,,,,,,,,,
,,,,,,,,,
Future,Abs.,,,,,,,,
Conj.,·didam,·didmae,·didma,·didmam,,·didmat,,,
Rel.,,,,,,,,,
,,,,,,,,,
Conditional,,,·didmad,,,,,,
,,,,,,,,,
Present subjunctive,Abs.,,damae,,,,,,
Conj.,·dam,,·dama,,,·damat,·damthar,·damtar,
Rel.,,,,,,,,,
,,,,,,,,,
Past subjunctive,·damainn,,,,·damtais,,·damthae,,
,,,,,,,,,
Imperative,,"daim, dam",,,damaid,,,,
,,,,,,,,,
Verbal noun,"détiu, damthu",,,,,,,,
Past participle,,,,,,,,,
Verbal of necessity,,,,,,,,,
Note: only forms actually attested in Old Irish are listed here.,,,,,,,,,
Old Irish mutation,,,,,,,,,
Radical,Lenition,Nasalization,,,,,,,
daimid,daimidpronounced with /ð(ʲ)-/,ndaimid,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,
