0,1,2,3,4,5,6,7,8,9
,1st sg.,2nd sg.,3rd sg.,1st pl.,2nd pl.,3rd pl.,Passive sg.,Passive pl.,
Present,Deut.,,do·téig,do·tét,,,do·tíagat,do·tíagar,do·tíagtar
Prot.,,,·táet,,,·táegat,,,
,,,,,,,,,
Imperfect,Deut.,,,do·téiged,,,do·téigtis,,
Prot.,,,,,,·taígtis,,,
,,,,,,,,,
Preterite,Deut.,do·lud,do·lod,do·luid,do·lodmar,,do·lotar,do·eth,
Prot.,,,·tulaid,,,·tuldatar,,,
,,,,,,,,,
Perfect,Deut.,do·dechud,do·dechad,do·dechuid,,,do·dechutar,do·dechas,
Prot.,·tuidched,·tuidched,"·tuidchid, ·tudchaid",,,,·tuidches,,
,,,,,,,,,
Future,Deut.,do·reg,,"do·rega, do·riga",do·regam,do·regaid,"do·regat, do·rigat",,
Prot.,,,"·terga, ·tirga",·tergam,·tergaid,,,,
,,,,,,,,,
Conditional,Deut.,,,,,,,,
Prot.,·tergainn,,,,,,,,
,,,,,,,,,
Present subjunctive,Deut.,do·tías,do·téis,do·tédo·decha (perfective),,,do·dechsat (perfective),do·tíasar,
Prot.,,·tuidchis (perfective),·taí·tudaich (perfective),,·taísid,·táesat·tuidchisset (perfective),,,
,,,,,,,,,
Past subjunctive,Deut.,,,do·dichsed (perfective),,,do·dichsitis (perfective),,
Prot.,,,·taísed·tuidchissed (perfective),·tuidchesmis (perfective),,,,,
,,,,,,,,,
Imperative,,tair,táet,,taít,,,,
,,,,,,,,,
Verbal noun,tuidecht,,,,,,,,
Past participle,,,,,,,,,
Verbal of necessity,tuidechta,,,,,,,,
Note: only forms actually attested in Old Irish are listed here.,,,,,,,,,
Old Irish mutation,,,,,,,,,
Radical,Lenition,Nasalization,,,,,,,
do·tét,do·thét,do·tétpronounced with /-d(ʲ)-/,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,
