0,1,2,3
Feminine n-stem,,,
,Singular,Dual,Plural
Nominative,accuisL,aicsinL,aicsin
Vocative,accuisL,aicsinL,"*acsnaH, *accusnaH"
Accusative,aicsinN,aicsinL,"*acsnaH, *accusnaH"
Genitive,"*acsan, *acson","*acsan, *acsonL","*acsanN, *acsonN"
Dative,"aicsinL, accuisL",aicsenaib,aicsenaib
Initial mutations of a following adjective: H = triggers aspiration L = triggers lenition N = triggers nasalization,,,
Feminine i-stem,,,
,Singular,Dual,Plural
Nominative,accuisL,accuisL,"acsiH, aicsiH"
Vocative,accuisL,accuisL,"acsiH, aicsiH"
Accusative,accuisN,accuisL,"acsiH, aicsiH"
Genitive,"*acsoH, *acsaH","*acsoL, *acsaL",*aicseN
Dative,accuisL,*aicsib,*aicsib
Initial mutations of a following adjective: H = triggers aspiration L = triggers lenition N = triggers nasalization,,,
Old Irish mutation,,,
Radical,Lenition,Nasalization,
accuis,unchanged,n-accuis,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,
