0,1,2,3,4,5,6,7
,simple,compound,,,,,
infinitive,feire,avoir feit,,,,,
gerund,en feisant,Use the gerund of avoir followed by the past participle,,,,,
present participle,feisant,,,,,,
past participle,feit,,,,,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,jo,tu,il,nos,vos,il,
simpletenses,present,"faz, fei",feis,feit,"feimes, feisons",feites,font
imperfect,"feisoie, feiseie","feisoies, feiseies","feisoit, feiseit","feisiiens, feisiens","feisiiez, feisiez","feisoient, feiseient",
preterite,fis,feṣis,fist,feṣimes,feṣistes,firent,
future,ferai,feras,fera,ferons,"feroiz, fereiz, ferez",feront,
conditional,"feroie, fereie","feroies, fereies","feroit, fereit","feriiens, feriens","feriiez, feriez","feroient, fereient",
compoundtenses,present perfect,Use the present tense of avoir followed by the past participle,,,,,
pluperfect,Use the imperfect tense of avoir followed by the past participle,,,,,,
past anterior,Use the preterite tense of avoir followed by the past participle,,,,,,
future perfect,Use the future tense of avoir followed by the past participle,,,,,,
conditional perfect,Use the conditional tense of avoir followed by the past participle,,,,,,
subjunctive,que jo,que tu,qu’il,que nos,que vos,qu’il,
simpletenses,present,face,faces,face,"faciens, façons",faciez,facent
imperfect,feṣisse,feṣisses,feṣist,"feṣissons, feṣissiens","feṣissoiz, feṣissez, feṣissiez",feṣissent,
compoundtenses,past,Use the present subjunctive of avoir followed by the past participle,,,,,
pluperfect,Use the imperfect subjunctive of avoir followed by the past participle,,,,,,
imperative,–,tu,–,nos,vos,–,
—,fa,—,"feimes, feisons",feites,—,,
