0,1,2,3,4,5,6,7
,simple,compound,,,,,
infinitive,fendre,avoir fendu,,,,,
gerund,en fendant,Use the gerund of avoir followed by the past participle,,,,,
present participle,fendant,,,,,,
past participle,fendu,,,,,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,jo,tu,il,nos,vos,il,
simpletenses,present,fent,fenz,fent,fendons,fendez,fendent
imperfect,"fendoie, fendeie","fendoies, fendeies","fendoit, fendeit","fendiiens, fendiens","fendiiez, fendiez","fendoient, fendeient",
preterite,fendi,fendis,fendié,fendimes,fendistes,fendierent,
future,fendrai,fendras,fendra,fendrons,"fendroiz, fendreiz, fendrez",fendront,
conditional,"fendroie, fendreie","fendroies, fendreies","fendroit, fendreit","fendriiens, fendriens","fendriiez, fendriez","fendroient, fendreient",
compoundtenses,present perfect,Use the present tense of avoir followed by the past participle,,,,,
pluperfect,Use the imperfect tense of avoir followed by the past participle,,,,,,
past anterior,Use the preterite tense of avoir followed by the past participle,,,,,,
future perfect,Use the future tense of avoir followed by the past participle,,,,,,
conditional perfect,Use the conditional tense of avoir followed by the past participle,,,,,,
subjunctive,que jo,que tu,qu’il,que nos,que vos,qu’il,
simpletenses,present,fende,fendes,fende,fendons,fendez,fendent
imperfect,fendisse,fendisses,fendist,"fendissons, fendissiens","fendissoiz, fendissez, fendissiez",fendissent,
compoundtenses,past,Use the present subjunctive of avoir followed by the past participle,,,,,
pluperfect,Use the imperfect subjunctive of avoir followed by the past participle,,,,,,
imperative,–,tu,–,nos,vos,–,
—,fent,—,fendons,fendez,—,,
