0,1,2,3,4,5,6,7
Dari,جستن,,,,,,
Iranian Persian,جستن,,,,,,
Tajik,ҷастан ‎(jastan),,,,,,
Note: Hover mouse over Arabic for Latin-alphabet transliterations.,,,,,,,
Infinitive,جستن,,,,,,
Past Stem,جست,,,,,,
Present Stem,جه,,,,,,
Past Participle,جسته,,,,,,
Present Participle,جهنده,,,,,,
,,,,,,,
,Singular,Plural,,,,,
,1st Person,2nd Person,3rd Person,1st Person,2nd Person,3rd Person,
,,من,تو,او / وی / آن,ما,شما,ایشان / آنان / آنها
Indicative Mood,Past,جستم,جستی,جست,جستیم,جستید,جستند
Durative Past,می‌جستم,می‌جستی,می‌جست,می‌جستیم,می‌جستید,می‌جستند,
Perfect,جسته‌ام,جسته‌اﯼ,جسته‌است,جسته‌ایم,جسته‌اید,جسته‌اند,
Durative Perfect,می‌جسته‌ام,می‌جسته‌اﯼ,می‌جسته‌است,می‌جسته‌ایم,می‌جسته‌اید,می‌جسته‌اند,
Pluperfect,جسته بودم,جسته بودی,جسته بود,جسته بودیم,جسته بودید,جسته بودند,
Durative Pluperfect,می‌جسته بودم,می‌جسته بودی,می‌جسته بود,می‌جسته بودیم,می‌جسته بودید,می‌جسته بودند,
Future,خواهم جست,خواهی جست,خواهد جست,خواهیم جست,خواهید جست,خواهند جست,
Aorist,جهم,جهی,جهد,جهیم,جهید,جهند,
Present,می‌جهم,می‌جهی,می‌جهد,می‌جهیم,می‌جهید,می‌جهند,
Present Progressive,دارم می‌جهم,داری می‌جهی,دارد می‌جهد,داریم می‌جهیم,دارید می‌جهید,دارند می‌جهند,
Preterite Progressive,داشتم می‌جستم,داشتی می‌جستی,داشت می‌جست,داشتیم می‌جستیم,داشتید می‌جستید,داشتند می‌جستند,
,,,,,,,
Subjunctive Mood,Present,بجهم,بجهی,بجهد,بجهیم,بجهید,بجهند
Past,جسته باشم,جسته باشی,جسته باشد,جسته باشیم,جسته باشید,جسته باشند,
Durative Past,می‌جسته باشم,می‌جسته باشی,می‌جسته باشد,می‌جسته باشیم,می‌جسته باشید,می‌جسته باشند,
Pluperfect,جسته بوﺩه باشم,جسته بوﺩه باشی,جسته بوﺩه باشد,جسته بوﺩه باشیم,جسته بوﺩه باشید,جسته بوﺩه باشند,
Durative Pluperfect,می‌جسته بوﺩه باشم,می‌جسته بوﺩه باشی,می‌جسته بوﺩه باشد,می‌جسته بوﺩه باشیم,می‌جسته بوﺩه باشید,می‌جسته بوﺩه باشند,
,,,,,,,
Imperative Mood,Affirmative,,بجه,,بجهیم,بجهید,
Negative,,نجه,,نجهیم,نجهید,,
,,,,,,,
Optative Mood,,,,جهاد,,,
Dari,جستن,,,,,,
Iranian Persian,جستن,,,,,,
Tajik,ҷустан ‎(justan),,,,,,
Note: Hover mouse over Arabic for Latin-alphabet transliterations.,,,,,,,
Infinitive,جستن,,,,,,
Past Stem,جست,,,,,,
Present Stem,جو,,,,,,
Past Participle,جسته,,,,,,
Present Participle,جوینده,,,,,,
,,,,,,,
,Singular,Plural,,,,,
,1st Person,2nd Person,3rd Person,1st Person,2nd Person,3rd Person,
,,من,تو,او / وی / آن,ما,شما,ایشان / آنان / آنها
Indicative Mood,Past,جستم,جستی,جست,جستیم,جستید,جستند
Durative Past,می‌جستم,می‌جستی,می‌جست,می‌جستیم,می‌جستید,می‌جستند,
Perfect,جسته‌ام,جسته‌اﯼ,جسته‌است,جسته‌ایم,جسته‌اید,جسته‌اند,
Durative Perfect,می‌جسته‌ام,می‌جسته‌اﯼ,می‌جسته‌است,می‌جسته‌ایم,می‌جسته‌اید,می‌جسته‌اند,
Pluperfect,جسته بودم,جسته بودی,جسته بود,جسته بودیم,جسته بودید,جسته بودند,
Durative Pluperfect,می‌جسته بودم,می‌جسته بودی,می‌جسته بود,می‌جسته بودیم,می‌جسته بودید,می‌جسته بودند,
Future,خواهم جست,خواهی جست,خواهد جست,خواهیم جست,خواهید جست,خواهند جست,
Aorist,جویم,جویی,جوید,جوییم,جویید,جویند,
Present,می‌جویم,می‌جویی,می‌جوید,می‌جوییم,می‌جویید,می‌جویند,
Present Progressive,دارم می‌جویم,داری می‌جویی,دارد می‌جوید,داریم می‌جوییم,دارید می‌جویید,دارند می‌جویند,
Preterite Progressive,داشتم می‌جستم,داشتی می‌جستی,داشت می‌جست,داشتیم می‌جستیم,داشتید می‌جستید,داشتند می‌جستند,
,,,,,,,
Subjunctive Mood,Present,بجویم,بجویی,بجوید,بجوییم,بجویید,بجویند
Past,جسته باشم,جسته باشی,جسته باشد,جسته باشیم,جسته باشید,جسته باشند,
Durative Past,می‌جسته باشم,می‌جسته باشی,می‌جسته باشد,می‌جسته باشیم,می‌جسته باشید,می‌جسته باشند,
Pluperfect,جسته بوﺩه باشم,جسته بوﺩه باشی,جسته بوﺩه باشد,جسته بوﺩه باشیم,جسته بوﺩه باشید,جسته بوﺩه باشند,
Durative Pluperfect,می‌جسته بوﺩه باشم,می‌جسته بوﺩه باشی,می‌جسته بوﺩه باشد,می‌جسته بوﺩه باشیم,می‌جسته بوﺩه باشید,می‌جسته بوﺩه باشند,
,,,,,,,
Imperative Mood,Affirmative,,بجو,,بجوییم,بجویید,
Negative,,نجو,,نجوییم,نجویید,,
,,,,,,,
Optative Mood,,,,جویاد,,,
