0,1,2,3,4,5,6,7
infinitive,goen,,,,,,
participle,gaangen,,,,,,
auxiliary,sinn,,,,,,
,singular,plural,,,,,
1st person ech,2nd person du,3rd person hien/si/hatt,1st person mir,2nd person dir,3rd person si,,
indicative,present simple,ginn,gees,geet,ginn,gitt,ginn
preterite,goung,goungs,goung,goungen,goungt,goungen,
present perfect,si goen,bass goen,ass goen,si goen,sidd goen,si goen,
past perfect,war goen,waars goen,war goen,ware goen,waart goen,ware goen,
future simple,wäert goen,wäerts goen,wäert goen,wäerte goen,wäert goen,wäerte goen,
future perfect,wäert goen sinn,wäerts goen sinn,wäert goen sinn,wäerte goen sinn,wäert goen sinn,wäerte goen sinn,
,,,,,,,
conditional,simple,géing,géings,géing,géingen,géingt,géingen
present,géif goen,géifs goen,géif goen,géife goen,géif goen,géife goen,
perfect,wier goen,wiers goen,wier goen,wiere goen,wiert goen,wiere goen,
,,,,,,,
imperative,affirmative,–,géi,—,—,gitt,—
agoen  ausgoen  bäigoen  dertëschentgoen  duergoen  ëmgoen  ënnergoen  entgoen  eragoen  erausgoen  ergoen  eriwwergoen  erofgoen  eropgoen,,ervirgoen  ewechgoen  fortgoen  hannergoen  iwwergoen  matgoen  nogoen  ofgoen  opgoen  ugoen  vergoen  virgoen  zéreckgoen  zergoen,,,,,
