0,1,2,3,4,5,6,7,8
Infinitive,felnőni,,,,,,,
Past participle,felnőtt,,,,,,,
Present participle,felnövő,,,,,,,
Future participle,-,,,,,,,
Adverbial participle,felnőve,,,,,,,
,1st person sg,2nd person sg informal,"3rd person sg,2nd person sg formal",1st person pl,2nd person pl informal,"3rd person pl,2nd person pl formal",,
Indicative Mood,Present,Indefinite,felnövök,felnősz,felnő,felnövünk,felnőttök,felnőnek
Definite,"intransitive verb, definite forms are not used",,,,,,,
Past,Indefinite,felnőttem,felnőttél,felnőtt,felnőttünk,felnőttetek,felnőttek,
Definite,-,,,,,,,
Conditional Mood,Present,Indefinite,felnőnék,felnőnél,felnőne,felnőnénk,felnőnétek,felnőnének
Definite,-,,,,,,,
Subjunctive Mood,Present,Indefinite,felnőjek,felnőjorfelnőjél,felnőjön,felnőjünk,felnőjetek,felnőjenek
Definite,-,,,,,,,
Conjugated Infinitive,felnőnöm,felnőnöd,felnőnie,felnőnünk,felnőnötök,felnőniük,,
