0,1,2,3,4,5,6
Audio,,(file),,,,
"Inflection (stem in -o-, back harmony)",,,,,,
,singular,plural,,,,
nominative,szabad,szabadok,,,,
accusative,szabadot,szabadokat,,,,
dative,szabadnak,szabadoknak,,,,
instrumental,szabaddal,szabadokkal,,,,
causal-final,szabadért,szabadokért,,,,
translative,szabaddá,szabadokká,,,,
terminative,szabadig,szabadokig,,,,
essive-formal,szabadként,szabadokként,,,,
essive-modal,—,—,,,,
inessive,szabadban,szabadokban,,,,
superessive,szabadon,szabadokon,,,,
adessive,szabadnál,szabadoknál,,,,
illative,szabadba,szabadokba,,,,
sublative,szabadra,szabadokra,,,,
allative,szabadhoz,szabadokhoz,,,,
elative,szabadból,szabadokból,,,,
delative,szabadról,szabadokról,,,,
ablative,szabadtól,szabadoktól,,,,
szabadalom  szabadít,,szabadon  szabados,,szabadság,,szabadul
szabadcsapat  szabaddobás  szabadesés,,szabadgondolkodó  szabadidő  szabadkőműves,,szabadlábon  szabadnap,,szabadrúgás  szabadúszó
"szabad, mint a madár",,,,,,
