0,1,2,3,4,5,6
Audio,,(file),,,,
"Inflection (stem in -o-, back harmony)",,,,,,
,singular,plural,,,,
nominative,arc,arcok,,,,
accusative,arcot,arcokat,,,,
dative,arcnak,arcoknak,,,,
instrumental,arccal,arcokkal,,,,
causal-final,arcért,arcokért,,,,
translative,arccá,arcokká,,,,
terminative,arcig,arcokig,,,,
essive-formal,arcként,arcokként,,,,
essive-modal,arcul,—,,,,
inessive,arcban,arcokban,,,,
superessive,arcon,arcokon,,,,
adessive,arcnál,arcoknál,,,,
illative,arcba,arcokba,,,,
sublative,arcra,arcokra,,,,
allative,archoz,arcokhoz,,,,
elative,arcból,arcokból,,,,
delative,arcról,arcokról,,,,
ablative,arctól,arcoktól,,,,
Possessive forms of arc,,,,,,
possessor,single possession,multiple possessions,,,,
1st person sing.,arcom,arcaim,,,,
2nd person sing.,arcod,arcaid,,,,
3rd person sing.,arca,arcai,,,,
1st person plural,arcunk,arcaink,,,,
2nd person plural,arcotok,arcaitok,,,,
3rd person plural,arcuk,arcaik,,,,
álarc  arcápolás  arcbőr  arccsont  arcél,,arcfesték  arcfestés  arcfintor  arcforma  arcizom,,arckép  arckifejezés  arckrém  arcpirító  arcpirosító,,arcszín  arcüreg  arcvonás  pókerarc
arcon csókol  arcra borul,,arcról arcra,,arcul csap,,arcul üt
