0,1,2,3,4,5,6
"Inflection (stem in -e-, front rounded harmony)",,,,,,
,singular,plural,,,,
nominative,fül,fülek,,,,
accusative,fület,füleket,,,,
dative,fülnek,füleknek,,,,
instrumental,füllel,fülekkel,,,,
causal-final,fülért,fülekért,,,,
translative,füllé,fülekké,,,,
terminative,fülig,fülekig,,,,
essive-formal,fülként,fülekként,,,,
essive-modal,—,—,,,,
inessive,fülben,fülekben,,,,
superessive,fülön,füleken,,,,
adessive,fülnél,füleknél,,,,
illative,fülbe,fülekbe,,,,
sublative,fülre,fülekre,,,,
allative,fülhöz,fülekhez,,,,
elative,fülből,fülekből,,,,
delative,fülről,fülekről,,,,
ablative,fültől,fülektől,,,,
Possessive forms of fül,,,,,,
possessor,single possession,multiple possessions,,,,
1st person sing.,fülem,füleim,,,,
2nd person sing.,füled,füleid,,,,
3rd person sing.,füle,fülei,,,,
1st person plural,fülünk,füleink,,,,
2nd person plural,fületek,füleitek,,,,
3rd person plural,fülük,füleik,,,,
fülbemászó  fülbevaló,,fülcimpa  fülgyógyászat,,fülhallgató  fülkagyló,,fültanú  fülzsír
