0,1,2,3,4,5,6
Audio,,(file),,,,
"Inflection (stem in -e-, front unrounded harmony)",,,,,,
,singular,plural,,,,
nominative,fény,fények,,,,
accusative,fényt,fényeket,,,,
dative,fénynek,fényeknek,,,,
instrumental,fénnyel,fényekkel,,,,
causal-final,fényért,fényekért,,,,
translative,fénnyé,fényekké,,,,
terminative,fényig,fényekig,,,,
essive-formal,fényként,fényekként,,,,
essive-modal,—,—,,,,
inessive,fényben,fényekben,,,,
superessive,fényen,fényeken,,,,
adessive,fénynél,fényeknél,,,,
illative,fénybe,fényekbe,,,,
sublative,fényre,fényekre,,,,
allative,fényhez,fényekhez,,,,
elative,fényből,fényekből,,,,
delative,fényről,fényekről,,,,
ablative,fénytől,fényektől,,,,
Possessive forms of fény,,,,,,
possessor,single possession,multiple possessions,,,,
1st person sing.,fényem,fényeim,,,,
2nd person sing.,fényed,fényeid,,,,
3rd person sing.,fénye,fényei,,,,
1st person plural,fényünk,fényeink,,,,
2nd person plural,fényetek,fényeitek,,,,
3rd person plural,fényük,fényeik,,,,
csillagfény  éjjelifény  fáklyafény  fényceruza  fénycső,,fényforrás  fénykard  fénykép  fényreklám,,fénysebesség  fényszennyezés  fényszóró  holdfény  lámpafény,,napfény  reflektorfény  szájfény  verőfény  zöld fény
