0,1,2,3,4,5
"Inflection (plural in -ek, front unrounded harmony)",,,,,
,singular,plural,,,
nominative,vezér,vezérek,,,
accusative,vezért,vezéreket,,,
dative,vezérnek,vezéreknek,,,
instrumental,vezérrel,vezérekkel,,,
causal-final,vezérért,vezérekért,,,
translative,vezérré,vezérekké,,,
terminative,vezérig,vezérekig,,,
essive-formal,vezérként,vezérekként,,,
essive-modal,—,—,,,
inessive,vezérben,vezérekben,,,
superessive,vezéren,vezéreken,,,
adessive,vezérnél,vezéreknél,,,
illative,vezérbe,vezérekbe,,,
sublative,vezérre,vezérekre,,,
allative,vezérhez,vezérekhez,,,
elative,vezérből,vezérekből,,,
delative,vezérről,vezérekről,,,
ablative,vezértől,vezérektől,,,
Possessive forms of vezér,,,,,
possessor,single possession,multiple possessions,,,
1st person sing.,vezérem,vezéreim,,,
2nd person sing.,vezéred,vezéreid,,,
3rd person sing.,vezére,vezérei,,,
1st person plural,vezérünk,vezéreink,,,
2nd person plural,vezéretek,vezéreitek,,,
3rd person plural,vezérük,vezéreik,,,
"Chess pieces in Hungarian · sakkfigurák, sakkbábuk (layout · text)",,,,,
,,,,,
király,"vezér, királynő","bástya, torony",futó,"huszár, ló","gyalog, paraszt"
