0,1,2,3,4
Audio,,(file),,
"Inflection (stem in -a-, back harmony)",,,,
,singular,plural,,
nominative,piros,pirosak,,
accusative,pirosat,pirosakat,,
dative,pirosnak,pirosaknak,,
instrumental,pirossal,pirosakkal,,
causal-final,pirosért,pirosakért,,
translative,pirossá,pirosakká,,
terminative,pirosig,pirosakig,,
essive-formal,pirosként,pirosakként,,
essive-modal,—,—,,
inessive,pirosban,pirosakban,,
superessive,piroson,pirosakon,,
adessive,pirosnál,pirosaknál,,
illative,pirosba,pirosakba,,
sublative,pirosra,pirosakra,,
allative,piroshoz,pirosakhoz,,
elative,pirosból,pirosakból,,
delative,pirosról,pirosakról,,
ablative,pirostól,pirosaktól,,
"Inflection (stem in -o-, back harmony)",,,,
,singular,plural,,
nominative,piros,pirosok,,
accusative,pirost,pirosokat,,
dative,pirosnak,pirosoknak,,
instrumental,pirossal,pirosokkal,,
causal-final,pirosért,pirosokért,,
translative,pirossá,pirosokká,,
terminative,pirosig,pirosokig,,
essive-formal,pirosként,pirosokként,,
essive-modal,—,—,,
inessive,pirosban,pirosokban,,
superessive,piroson,pirosokon,,
adessive,pirosnál,pirosoknál,,
illative,pirosba,pirosokba,,
sublative,pirosra,pirosokra,,
allative,piroshoz,pirosokhoz,,
elative,pirosból,pirosokból,,
delative,pirosról,pirosokról,,
ablative,pirostól,pirosoktól,,
Possessive forms of piros,,,,
possessor,single possession,multiple possessions,,
1st person sing.,pirosom,pirosaim,,
2nd person sing.,pirosod,pirosaid,,
3rd person sing.,pirosa,pirosai,,
1st person plural,pirosunk,pirosaink,,
2nd person plural,pirosotok,pirosaitok,,
3rd person plural,pirosuk,pirosaik,,
Colors in Hungarian · színek (layout · text),,,,
"piros, vörös",zöld,sárga,"krémszínű, csontszínű",fehér
karmazsin,bíbor,zöldeskék,?,rózsaszín
indigó,kék,narancssárga,szürke,ibolya
fekete,lila,barna,"azúrkék, égszínkék",cián
