0,1,2
"Inflection (stem in -o-, back harmony)",,
"Inflection (stem in -o-, back harmony)",,
,singular,plural
nominative,gramm,grammok
accusative,grammot,grammokat
dative,grammnak,grammoknak
instrumental,grammal,grammokkal
causal-final,grammért,grammokért
translative,grammá,grammokká
terminative,grammig,grammokig
essive-formal,grammként,grammokként
essive-modal,—,—
inessive,grammban,grammokban
superessive,grammon,grammokon
adessive,grammnál,grammoknál
illative,grammba,grammokba
sublative,grammra,grammokra
allative,grammhoz,grammokhoz
elative,grammból,grammokból
delative,grammról,grammokról
ablative,grammtól,grammoktól
Possessive forms of gramm,,
possessor,single possession,multiple possessions
1st person sing.,grammom,grammjaim
2nd person sing.,grammod,grammjaid
3rd person sing.,grammja,grammjai
1st person plural,grammunk,grammjaink
2nd person plural,grammotok,grammjaitok
3rd person plural,grammjuk,grammjaik
centigramm  decigramm,,dekagramm  kilogramm
