0,1,2,3,4
közalkalmazott  közélet  közgazda  közgazdaság  közgazdász,,közgyűlés  közkedvelt  közkincs  közmondás  közoktatás,,köztársaság  köztudat  köztudott  közüzem  közvélemény
"Inflection (plural in -ök, front rounded harmony)",,,,
,singular,plural,,
nominative,köz,közök,,
accusative,közt,közöket,,
dative,köznek,közöknek,,
instrumental,közzel,közökkel,,
causal-final,közért,közökért,,
translative,közzé,közökké,,
terminative,közig,közökig,,
essive-formal,közként,közökként,,
essive-modal,—,—,,
inessive,közben,közökben,,
superessive,közön,közökön,,
adessive,köznél,közöknél,,
illative,közbe,közökbe,,
sublative,közre,közökre,,
allative,közhöz,közökhöz,,
elative,közből,közökből,,
delative,közről,közökről,,
ablative,köztől,közöktől,,
Possessive forms of köz,,,,
possessor,single possession,multiple possessions,,
1st person sing.,közöm,közeim,,
2nd person sing.,közöd,közeid,,
3rd person sing.,köze,közei,,
1st person plural,közünk,közeink,,
2nd person plural,közötök,közeitek,,
3rd person plural,közük,közeik,,
