0,1,2
Audio,,(file)
"Inflection (stem in -a-, back harmony)",,
,singular,plural
nominative,férfi,férfiak
accusative,férfit,férfiakat
dative,férfinak,férfiaknak
instrumental,férfival,férfiakkal
causal-final,férfiért,férfiakért
translative,férfivá,férfiakká
terminative,férfiig,férfiakig
essive-formal,férfiként,férfiakként
essive-modal,—,—
inessive,férfiban,férfiakban
superessive,férfin,férfiakon
adessive,férfinál,férfiaknál
illative,férfiba,férfiakba
sublative,férfira,férfiakra
allative,férfihoz,férfiakhoz
elative,férfiból,férfiakból
delative,férfiról,férfiakról
ablative,férfitól,férfiaktól
