0,1,2,3,4,5,6
Audio,,(file),,,,
"Inflection (stem in -a-, back harmony)",,,,,,
,singular,plural,,,,
nominative,ló,lovak,,,,
accusative,lovat,lovakat,,,,
dative,lónak,lovaknak,,,,
instrumental,lóval,lovakkal,,,,
causal-final,lóért,lovakért,,,,
translative,lóvá,lovakká,,,,
terminative,lóig,lovakig,,,,
essive-formal,lóként,lovakként,,,,
essive-modal,—,—,,,,
inessive,lóban,lovakban,,,,
superessive,lovon,lovakon,,,,
adessive,lónál,lovaknál,,,,
illative,lóba,lovakba,,,,
sublative,lóra,lovakra,,,,
allative,lóhoz,lovakhoz,,,,
elative,lóból,lovakból,,,,
delative,lóról,lovakról,,,,
ablative,lótól,lovaktól,,,,
Possessive forms of ló,,,,,,
possessor,single possession,multiple possessions,,,,
1st person sing.,lovam,lovaim,,,,
2nd person sing.,lovad,lovaid,,,,
3rd person sing.,lova,lovai,,,,
1st person plural,lovunk,lovaink,,,,
2nd person plural,lovatok,lovaitok,,,,
3rd person plural,lovuk,lovaik,,,,
lódarázs  lóerő,,lófarok  lóhere  lókupec,,lóverseny  lóversenyzés  póniló,,versenyló  víziló
"Chess pieces in Hungarian · sakkfigurák, sakkbábuk (layout · text)",,,,,,
,,,,,,
király,"vezér, királynő","bástya, torony",futó,"huszár, ló","gyalog, paraszt",
