0,1,2,3,4,5,6
Audio,,(file),,,,
"Inflection (plural in -ek, front rounded harmony)",,,,,,
,singular,plural,,,,
nominative,föld,földek,,,,
accusative,földet,földeket,,,,
dative,földnek,földeknek,,,,
instrumental,földdel,földekkel,,,,
causal-final,földért,földekért,,,,
translative,földdé,földekké,,,,
terminative,földig,földekig,,,,
essive-formal,földként,földekként,,,,
essive-modal,—,—,,,,
inessive,földben,földekben,,,,
superessive,földön,földeken,,,,
adessive,földnél,földeknél,,,,
illative,földbe,földekbe,,,,
sublative,földre,földekre,,,,
allative,földhöz,földekhez,,,,
elative,földből,földekből,,,,
delative,földről,földekről,,,,
ablative,földtől,földektől,,,,
Possessive forms of föld,,,,,,
possessor,single possession,multiple possessions,,,,
1st person sing.,földem,földjeim,,,,
2nd person sing.,földed,földjeid,,,,
3rd person sing.,földje,földjei,,,,
1st person plural,földünk,földjeink,,,,
2nd person plural,földetek,földjeitek,,,,
3rd person plural,földjük,földjeik,,,,
alföld  anyaföld  belföld  ég-föld  felföld  földalatti,,földbirtokos  földcsuszamlás  földelés  földgáz  földmérés  földnyelv,,földrajz  földrengés  földrész  földtan  földteke  földtudomány,,külföld  mérföld  rizsföld  senkiföldje  szárazföld  szülőföld
Angyalföld,,Baszkföld,,Csecsenföld,,Lappföld
eget-földet ígér,,eget-földet megmozgat,,égre-földre esküdözik,,
