0,1,2,3,4,5,6,7
Personal forms,,,,,,,
,Indicative,Conditional,Imperative,,,,
Present,Imperfect,Preterite,Future,Present,Imperfect,,
1s,lennan,lennen,lennis,lennin,lennfen,lennjen,-
2s,lennez,lennes,lennjout,lenni,lennfes,lennjes,lenn
3s,lenn,lenne,lennas,lenno,lennfe,lennje,lennet
1p,lennomp,lennemp,lennjomp,lennimp,lennfemp,lennjemp,lennomp
2p,lennit,lennec'h,lennjoc'h,lennot,lennfec'h,lennjec'h,lennit
3p,lennont,lennent,lennjont,lennint,lennfent,lennjent,lennent
0,lenner,lenned,lennjod,lennor,lennfed,lennjed,-
Impersonal forms,Mutated forms,,,,,,
Infinitive: lenn Present participle: lenn Past participle: lennet (auxiliary verb: kaout),Soft mutation after a: a lenn- Mixed mutation after e: e lenn- Soft mutation after ne/na: ne/na lenn-,,,,,,
