0,1,2
Chemical element,,
P,Previous: räni (Si),
Next: väävel (S),,
,singular,plural
nominative,fosfor,fosforid
accusative,fosfori,fosforid
genitive,fosfori,fosforite
partitive,fosforit,fosforeid
illative,fosforisse,fosforitessefosforeisse
inessive,fosforis,fosforitesfosforeis
elative,fosforist,fosforitestfosforeist
allative,fosforile,fosforitelefosforeile
adessive,fosforil,fosforitelfosforeil
ablative,fosforilt,fosforiteltfosforeilt
translative,fosforiks,fosforiteksfosforeiks
terminative,fosforini,fosforiteni
essive,fosforina,fosforitena
abessive,fosforita,fosforiteta
comitative,fosforiga,fosforitega
