0,1,2
,singular,plural
nominative,armas,armsad
accusative,armsa,armsad
genitive,armsa,armsate
partitive,armsat,armsaid
illative,armsasse,armsatessearmsaisse
inessive,armsas,armsatesarmsais
elative,armsast,armsatestarmsaist
allative,armsale,armsatelearmsaile
adessive,armsal,armsatelarmsail
ablative,armsalt,armsateltarmsailt
translative,armsaks,armsateksarmsaiks
terminative,armsani,armsateni
essive,armsana,armsatena
abessive,armsata,armsateta
comitative,armsaga,armsatega
,singular,plural
nominative,armas,armsad
accusative,armsa,armsad
genitive,armsa,armsate
partitive,armast,armsaid
illative,armsasse,armsatessearmsaisse
inessive,armsas,armsatesarmsais
elative,armsast,armsatestarmsaist
allative,armsale,armsatelearmsaile
adessive,armsal,armsatelarmsail
ablative,armsalt,armsateltarmsailt
translative,armsaks,armsateksarmsaiks
terminative,armsani,armsateni
essive,armsana,armsatena
abessive,armsata,armsateta
comitative,armsaga,armsatega
