0,1,2,3,4,5,6
PIE root,,,,,,
*gʰel-,,,,,,
infinitive (nafnháttur),að gjalla,,,,,
supine (sagnbót),gollið,,,,,
present participle (lýsingarháttur nútíðar),gjallandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég gell,við gjöllum,present (nútíð),ég gjalli,við gjöllum,
þú gellur,þið gjallið,þú gjallir,þið gjallið,,,
"hann, hún, það gellur","þeir, þær, þau gjalla","hann, hún, það gjalli","þeir, þær, þau gjalli",,,
,,,,,,
past (þátíð),ég gall,við gullum,past (þátíð),ég gylli,við gyllum,
þú gallst,þið gulluð,þú gyllir,þið gylluð,,,
"hann, hún, það gall","þeir, þær, þau gullu","hann, hún, það gylli","þeir, þær, þau gyllu",,,
,,,,,,
imperative (boðháttur),gjall (þú),gjallið (þið),,,,
Forms with appended personal pronoun,,,,,,
gjalltu,gjalliði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),gollinn,gollin,gollið,gollnir,gollnar,gollin
accusative (þolfall),gollinn,gollna,gollið,gollna,gollnar,gollin
dative (þágufall),gollnum,gollinni,gollnu,gollnum,gollnum,gollnum
genitive (eignarfall),gollins,gollinnar,gollins,gollinna,gollinna,gollinna
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),gollni,gollna,gollna,gollnu,gollnu,gollnu
accusative (þolfall),gollna,gollnu,gollna,gollnu,gollnu,gollnu
dative (þágufall),gollna,gollnu,gollna,gollnu,gollnu,gollnu
genitive (eignarfall),gollna,gollnu,gollna,gollnu,gollnu,gollnu
