0,1,2,3,4,5,6
infinitive (nafnháttur),að granda,,,,,
supine (sagnbót),grandað,,,,,
present participle (lýsingarháttur nútíðar),grandandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég granda,við gröndum,present (nútíð),ég grandi,við gröndum,
þú grandar,þið grandið,þú grandir,þið grandið,,,
"hann, hún, það grandar","þeir, þær, þau granda","hann, hún, það grandi","þeir, þær, þau grandi",,,
,,,,,,
past (þátíð),ég grandaði,við grönduðum,past (þátíð),ég grandaði,við grönduðum,
þú grandaðir,þið grönduðuð,þú grandaðir,þið grönduðuð,,,
"hann, hún, það grandaði","þeir, þær, þau grönduðu","hann, hún, það grandaði","þeir, þær, þau grönduðu",,,
,,,,,,
imperative (boðháttur),granda (þú),grandið (þið),,,,
Forms with appended personal pronoun,,,,,,
grandaðu,grandiði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
infinitive (nafnháttur),að grandast,,,,,
supine (sagnbót),grandast,,,,,
present participle (lýsingarháttur nútíðar),"grandandist ** ** the mediopassive present participle is extremely rare and normally not used; it is never used attributively or predicatively, only for explicatory subclauses",,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég grandast,við gröndumst,present (nútíð),ég grandist,við gröndumst,
þú grandast,þið grandist,þú grandist,þið grandist,,,
"hann, hún, það grandast","þeir, þær, þau grandast","hann, hún, það grandist","þeir, þær, þau grandist",,,
,,,,,,
past (þátíð),ég grandaðist,við grönduðumst,past (þátíð),ég grandaðist,við grönduðumst,
þú grandaðist,þið grönduðust,þú grandaðist,þið grönduðust,,,
"hann, hún, það grandaðist","þeir, þær, þau grönduðust","hann, hún, það grandaðist","þeir, þær, þau grönduðust",,,
,,,,,,
imperative (boðháttur),grandast (þú),grandist (þið),,,,
Forms with appended personal pronoun,,,,,,
grandastu,grandisti *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),grandaður,grönduð,grandað,grandaðir,grandaðar,grönduð
accusative (þolfall),grandaðan,grandaða,grandað,grandaða,grandaðar,grönduð
dative (þágufall),grönduðum,grandaðri,grönduðu,grönduðum,grönduðum,grönduðum
genitive (eignarfall),grandaðs,grandaðrar,grandaðs,grandaðra,grandaðra,grandaðra
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),grandaði,grandaða,grandaða,grönduðu,grönduðu,grönduðu
accusative (þolfall),grandaða,grönduðu,grandaða,grönduðu,grönduðu,grönduðu
dative (þágufall),grandaða,grönduðu,grandaða,grönduðu,grönduðu,grönduðu
genitive (eignarfall),grandaða,grönduðu,grandaða,grönduðu,grönduðu,grönduðu
