0,1,2,3,4,5,6
PIE root,,,,,,
*dʰeh₁-,,,,,,
infinitive (nafnháttur),að dæma,,,,,
supine (sagnbót),dæmt,,,,,
present participle (lýsingarháttur nútíðar),dæmandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég dæmi,við dæmum,present (nútíð),ég dæmi,við dæmum,
þú dæmir,þið dæmið,þú dæmir,þið dæmið,,,
"hann, hún, það dæmir","þeir, þær, þau dæma","hann, hún, það dæmi","þeir, þær, þau dæmi",,,
,,,,,,
past (þátíð),ég dæmdi,við dæmdum,past (þátíð),ég dæmdi,við dæmdum,
þú dæmdir,þið dæmduð,þú dæmdir,þið dæmduð,,,
"hann, hún, það dæmdi","þeir, þær, þau dæmdu","hann, hún, það dæmdi","þeir, þær, þau dæmdu",,,
,,,,,,
imperative (boðháttur),dæm (þú),dæmið (þið),,,,
Forms with appended personal pronoun,,,,,,
dæmdu,dæmiði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
infinitive (nafnháttur),að dæmast,,,,,
supine (sagnbót),dæmst,,,,,
present participle (lýsingarháttur nútíðar),"dæmandist ** ** the mediopassive present participle is extremely rare and normally not used; it is never used attributively or predicatively, only for explicatory subclauses",,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég dæmist,við dæmumst,present (nútíð),ég dæmist,við dæmumst,
þú dæmist,þið dæmist,þú dæmist,þið dæmist,,,
"hann, hún, það dæmist","þeir, þær, þau dæmast","hann, hún, það dæmist","þeir, þær, þau dæmist",,,
,,,,,,
past (þátíð),ég dæmdist,við dæmdumst,past (þátíð),ég dæmdist,við dæmdumst,
þú dæmdist,þið dæmdust,þú dæmdist,þið dæmdust,,,
"hann, hún, það dæmdist","þeir, þær, þau dæmdust","hann, hún, það dæmdist","þeir, þær, þau dæmdust",,,
,,,,,,
imperative (boðháttur),dæmst (þú),dæmist (þið),,,,
Forms with appended personal pronoun,,,,,,
dæmstu,dæmisti *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),dæmdur,dæmd,dæmt,dæmdir,dæmdar,dæmd
accusative (þolfall),dæmdan,dæmda,dæmt,dæmda,dæmdar,dæmd
dative (þágufall),dæmdum,dæmdri,dæmdu,dæmdum,dæmdum,dæmdum
genitive (eignarfall),dæmds,dæmdrar,dæmds,dæmdra,dæmdra,dæmdra
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),dæmdi,dæmda,dæmda,dæmdu,dæmdu,dæmdu
accusative (þolfall),dæmda,dæmdu,dæmda,dæmdu,dæmdu,dæmdu
dative (þágufall),dæmda,dæmdu,dæmda,dæmdu,dæmdu,dæmdu
genitive (eignarfall),dæmda,dæmdu,dæmda,dæmdu,dæmdu,dæmdu
