0,1,2,3,4,5,6
listen,,(file),,,,
listen,,(file),,,,
f-w1,singular,plural,,,,
,indefinite,definite,indefinite,definite,,
nominative,flauta,flautan,flautur,flauturnar,,
accusative,flautu,flautuna,flautur,flauturnar,,
dative,flautu,flautunni,flautum,flautunum,,
genitive,flautu,flautunnar,flauta/flautna,flautanna/flautnanna,,
infinitive (nafnháttur),að flauta,,,,,
supine (sagnbót),flautað,,,,,
present participle (lýsingarháttur nútíðar),flautandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég flauta,við flautum,present (nútíð),ég flauti,við flautum,
þú flautar,þið flautið,þú flautir,þið flautið,,,
"hann, hún, það flautar","þeir, þær, þau flauta","hann, hún, það flauti","þeir, þær, þau flauti",,,
,,,,,,
past (þátíð),ég flautaði,við flautuðum,past (þátíð),ég flautaði,við flautuðum,
þú flautaðir,þið flautuðuð,þú flautaðir,þið flautuðuð,,,
"hann, hún, það flautaði","þeir, þær, þau flautuðu","hann, hún, það flautaði","þeir, þær, þau flautuðu",,,
,,,,,,
imperative (boðháttur),flauta (þú),flautið (þið),,,,
Forms with appended personal pronoun,,,,,,
flautaðu,flautiði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
infinitive (nafnháttur),að flautast,,,,,
supine (sagnbót),flautast,,,,,
present participle (lýsingarháttur nútíðar),"flautandist ** ** the mediopassive present participle is extremely rare and normally not used; it is never used attributively or predicatively, only for explicatory subclauses",,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég flautast,við flautumst,present (nútíð),ég flautist,við flautumst,
þú flautast,þið flautist,þú flautist,þið flautist,,,
"hann, hún, það flautast","þeir, þær, þau flautast","hann, hún, það flautist","þeir, þær, þau flautist",,,
,,,,,,
past (þátíð),ég flautaðist,við flautuðumst,past (þátíð),ég flautaðist,við flautuðumst,
þú flautaðist,þið flautuðust,þú flautaðist,þið flautuðust,,,
"hann, hún, það flautaðist","þeir, þær, þau flautuðust","hann, hún, það flautaðist","þeir, þær, þau flautuðust",,,
,,,,,,
imperative (boðháttur),flautast (þú),flautist (þið),,,,
Forms with appended personal pronoun,,,,,,
flautastu,flautisti *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),flautaður,flautuð,flautað,flautaðir,flautaðar,flautuð
accusative (þolfall),flautaðan,flautaða,flautað,flautaða,flautaðar,flautuð
dative (þágufall),flautuðum,flautaðri,flautuðu,flautuðum,flautuðum,flautuðum
genitive (eignarfall),flautaðs,flautaðrar,flautaðs,flautaðra,flautaðra,flautaðra
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),flautaði,flautaða,flautaða,flautuðu,flautuðu,flautuðu
accusative (þolfall),flautaða,flautuðu,flautaða,flautuðu,flautuðu,flautuðu
dative (þágufall),flautaða,flautuðu,flautaða,flautuðu,flautuðu,flautuðu
genitive (eignarfall),flautaða,flautuðu,flautaða,flautuðu,flautuðu,flautuðu
