0,1,2,3,4,5,6
infinitive (nafnháttur),að færa,,,,,
supine (sagnbót),fært,,,,,
present participle (lýsingarháttur nútíðar),færandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég færi,við færum,present (nútíð),ég færi,við færum,
þú færir,þið færið,þú færir,þið færið,,,
"hann, hún, það færir","þeir, þær, þau færa","hann, hún, það færi","þeir, þær, þau færi",,,
,,,,,,
past (þátíð),ég færði,við færðum,past (þátíð),ég færði,við færðum,
þú færðir,þið færðuð,þú færðir,þið færðuð,,,
"hann, hún, það færði","þeir, þær, þau færðu","hann, hún, það færði","þeir, þær, þau færðu",,,
,,,,,,
imperative (boðháttur),fær (þú),færið (þið),,,,
Forms with appended personal pronoun,,,,,,
færðu,færiði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
infinitive (nafnháttur),að færast,,,,,
supine (sagnbót),færst,,,,,
present participle (lýsingarháttur nútíðar),"færandist ** ** the mediopassive present participle is extremely rare and normally not used; it is never used attributively or predicatively, only for explicatory subclauses",,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég færist,við færumst,present (nútíð),ég færist,við færumst,
þú færist,þið færist,þú færist,þið færist,,,
"hann, hún, það færist","þeir, þær, þau færast","hann, hún, það færist","þeir, þær, þau færist",,,
,,,,,,
past (þátíð),ég færðist,við færðumst,past (þátíð),ég færðist,við færðumst,
þú færðist,þið færðust,þú færðist,þið færðust,,,
"hann, hún, það færðist","þeir, þær, þau færðust","hann, hún, það færðist","þeir, þær, þau færðust",,,
,,,,,,
imperative (boðháttur),færst (þú),færist (þið),,,,
Forms with appended personal pronoun,,,,,,
færstu,færisti *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),færður,færð,fært,færðir,færðar,færð
accusative (þolfall),færðan,færða,fært,færða,færðar,færð
dative (þágufall),færðum,færðri,færðu,færðum,færðum,færðum
genitive (eignarfall),færðs,færðrar,færðs,færðra,færðra,færðra
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),færði,færða,færða,færðu,færðu,færðu
accusative (þolfall),færða,færðu,færða,færðu,færðu,færðu
dative (þágufall),færða,færðu,færða,færðu,færðu,færðu
genitive (eignarfall),færða,færðu,færða,færðu,færðu,færðu
