0,1,2,3
PIE root,,,
*ǵʰengʰ-,,,
singular,masculine,feminine,neuter
nominative,gengur,geng,gengt
accusative,gengan,genga,gengt
dative,gengum,gengri,gengu
genitive,gengs,gengrar,gengs
plural,masculine,feminine,neuter
nominative,gengir,gengar,geng
accusative,genga,gengar,geng
dative,gengum,gengum,gengum
genitive,gengra,gengra,gengra
singular,masculine,feminine,neuter
nominative,gengi,genga,genga
accusative,genga,gengu,genga
dative,genga,gengu,genga
genitive,genga,gengu,genga
plural,masculine,feminine,neuter
nominative,gengu,gengu,gengu
accusative,gengu,gengu,gengu
dative,gengu,gengu,gengu
genitive,gengu,gengu,gengu
singular,masculine,feminine,neuter
nominative,gengari,gengari,gengara
accusative,gengari,gengari,gengara
dative,gengari,gengari,gengara
genitive,gengari,gengari,gengara
plural,masculine,feminine,neuter
nominative,gengari,gengari,gengari
accusative,gengari,gengari,gengari
dative,gengari,gengari,gengari
genitive,gengari,gengari,gengari
singular,masculine,feminine,neuter
nominative,gengastur,gengust,gengast
accusative,gengastan,gengasta,gengast
dative,gengustum,gengastri,gengustu
genitive,gengasts,gengastrar,gengasts
plural,masculine,feminine,neuter
nominative,gengastir,gengastar,gengust
accusative,gengasta,gengastar,gengust
dative,gengustum,gengustum,gengustum
genitive,gengastra,gengastra,gengastra
singular,masculine,feminine,neuter
nominative,gengasti,gengasta,gengasta
accusative,gengasta,gengustu,gengasta
dative,gengasta,gengustu,gengasta
genitive,gengasta,gengustu,gengasta
plural,masculine,feminine,neuter
nominative,gengustu,gengustu,gengustu
accusative,gengustu,gengustu,gengustu
dative,gengustu,gengustu,gengustu
genitive,gengustu,gengustu,gengustu
