0,1,2,3,4,5,6
infinitive (nafnháttur),að snerta,,,,,
supine (sagnbót),snert,,,,,
present participle (lýsingarháttur nútíðar),snertandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég snerti,við snertum,present (nútíð),ég snerti,við snertum,
þú snertir,þið snertið,þú snertir,þið snertið,,,
"hann, hún, það snertir","þeir, þær, þau snerta","hann, hún, það snerti","þeir, þær, þau snerti",,,
,,,,,,
past (þátíð),ég snerti,við snertum,past (þátíð),ég snerti,við snertum,
þú snertir,þið snertuð,þú snertir,þið snertuð,,,
"hann, hún, það snerti","þeir, þær, þau snertu","hann, hún, það snerti","þeir, þær, þau snertu",,,
,,,,,,
imperative (boðháttur),snert (þú),snertið (þið),,,,
Forms with appended personal pronoun,,,,,,
snertu,snertiði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
infinitive (nafnháttur),að snertast,,,,,
supine (sagnbót),snerst,,,,,
present participle (lýsingarháttur nútíðar),"snertandist ** ** the mediopassive present participle is extremely rare and normally not used; it is never used attributively or predicatively, only for explicatory subclauses",,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég snertist,við snertumst,present (nútíð),ég snertist,við snertumst,
þú snertist,þið snertist,þú snertist,þið snertist,,,
"hann, hún, það snertist","þeir, þær, þau snertast","hann, hún, það snertist","þeir, þær, þau snertist",,,
,,,,,,
past (þátíð),ég snertist,við snertumst,past (þátíð),ég snertist,við snertumst,
þú snertist,þið snertust,þú snertist,þið snertust,,,
"hann, hún, það snertist","þeir, þær, þau snertust","hann, hún, það snertist","þeir, þær, þau snertust",,,
,,,,,,
imperative (boðháttur),snerst (þú),snertist (þið),,,,
Forms with appended personal pronoun,,,,,,
snerstu,snertisti *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),snertur,snert,snert,snertir,snertar,snert
accusative (þolfall),snertan,snerta,snert,snerta,snertar,snert
dative (þágufall),snertum,snertri,snertu,snertum,snertum,snertum
genitive (eignarfall),snerts,snertrar,snerts,snertra,snertra,snertra
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),snerti,snerta,snerta,snertu,snertu,snertu
accusative (þolfall),snerta,snertu,snerta,snertu,snertu,snertu
dative (þágufall),snerta,snertu,snerta,snertu,snertu,snertu
genitive (eignarfall),snerta,snertu,snerta,snertu,snertu,snertu
infinitive (nafnháttur),að snerta,,,,,
supine (sagnbót),snortið,,,,,
present participle (lýsingarháttur nútíðar),snertandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég snert,við snertum,present (nútíð),ég snerti,við snertum,
þú snertur,þið snertið,þú snertir,þið snertið,,,
"hann, hún, það snertur","þeir, þær, þau snerta","hann, hún, það snerti","þeir, þær, þau snerti",,,
,,,,,,
past (þátíð),ég snart,við snurtum,past (þátíð),ég snyrti,við snyrtum,
þú snarst,þið snurtuð,þú snyrtir,þið snyrtuð,,,
"hann, hún, það snart","þeir, þær, þau snurtu","hann, hún, það snyrti","þeir, þær, þau snyrtu",,,
,,,,,,
imperative (boðháttur),snert (þú),snertið (þið),,,,
Forms with appended personal pronoun,,,,,,
snertu,snertiði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),snortinn,snortin,snortið,snortnir,snortnar,snortin
accusative (þolfall),snortinn,snortna,snortið,snortna,snortnar,snortin
dative (þágufall),snortnum,snortinni,snortnu,snortnum,snortnum,snortnum
genitive (eignarfall),snortins,snortinnar,snortins,snortinna,snortinna,snortinna
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),snortni,snortna,snortna,snortnu,snortnu,snortnu
accusative (þolfall),snortna,snortnu,snortna,snortnu,snortnu,snortnu
dative (þágufall),snortna,snortnu,snortna,snortnu,snortnu,snortnu
genitive (eignarfall),snortna,snortnu,snortna,snortnu,snortnu,snortnu
