0,1,2,3,4,5,6,7
"ber er hver að baki  ber er hver að baki, nema sér bróður eigi  betri er krókur en kelda  eins og komið er  eins og kunnugt er  eins og um var talað  eins og vant er  ekki er allt gull sem glóir  hvað er þetta á ensku?  koma til dyranna eins og maður er klæddur  maður er manns gaman  mér er flökurt  sinn er siður í landi hverju  sjaldan er ein báran stök",,sjón er sögu ríkari  vera á  vera á bandi  vera að  vera af  vera án  vera eftir  vera eins og álfur út úr hól  vera ekki við eina fjölina felldur  vera frá  vera fyrir  vera hjá  vera inni,,vera inn í  vera með  vera með kvef  vera seinn  vera seinn fyrir  vera til  vera um  vera úr  vera úti  vera við  það er betra að hafa vaðið fyrir neðan sig  það er ýmist of eða van  þetta er hebreska fyrir mér,,,
Active voice (germynd),singular,plural,,,,,
first,second,third,first,second,third,,
indicative (framsöguháttur),present (nútið),er,ert,er,erum,eruð,eru
past (þátíð),var,varst,var,vorum,voruð,voru,
subjunctive (viðtengingarháttur),present (nútið),"sé, veri","sért, verir","sé, veri","séum, verum","séuð, verið","séu, veri"
past (þátíð),væri,værir,væri,værum,væruð,væru,
infinitive (nafnháttur),vera,,,,,,
imperatives (boðhættir),active (germynd),reflexive (miðmynd),,,,,
,singular (+ þú),vertu,—,,,,
plural (+ þið),verið,—,,,,,
shortened (stýfður),ver,,,,,,
past participle (lýsingarháttur þátíðar),verandi,,,,,,
supine (sagnbót),active (germynd),reflexive (miðmynd),,,,,
verið,—,,,,,,
f-w1,singular,plural,,,,,
,indefinite,definite,indefinite,definite,,,
nominative,vera,veran,verur,verurnar,,,
accusative,veru,veruna,verur,verurnar,,,
dative,veru,verunni,verum,verunum,,,
genitive,veru,verunnar,vera,veranna,,,
