0,1,2,3,4,5,6
infinitive (nafnháttur),að gefa,,,,,
supine (sagnbót),gefið,,,,,
present participle (lýsingarháttur nútíðar),gefandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég gef,við gefum,present (nútíð),ég gefi,við gefum,
þú gefur,þið gefið,þú gefir,þið gefið,,,
"hann, hún, það gefur","þeir, þær, þau gefa","hann, hún, það gefi","þeir, þær, þau gefi",,,
,,,,,,
past (þátíð),ég gaf,við gáfum,past (þátíð),ég gæfi,við gæfum,
þú gafst,þið gáfuð,þú gæfir,þið gæfuð,,,
"hann, hún, það gaf","þeir, þær, þau gáfu","hann, hún, það gæfi","þeir, þær, þau gæfu",,,
,,,,,,
imperative (boðháttur),gef (þú),gefið (þið),,,,
Forms with appended personal pronoun,,,,,,
gefðu,gefiði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
infinitive (nafnháttur),að gefast,,,,,
supine (sagnbót),gefist,,,,,
present participle (lýsingarháttur nútíðar),"gefandist ** ** the mediopassive present participle is extremely rare and normally not used; it is never used attributively or predicatively, only for explicatory subclauses",,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég gefst,við gefumst,present (nútíð),ég gefist,við gefumst,
þú gefst,þið gefist,þú gefist,þið gefist,,,
"hann, hún, það gefst","þeir, þær, þau gefast","hann, hún, það gefist","þeir, þær, þau gefist",,,
,,,,,,
past (þátíð),ég gafst,við gáfumst,past (þátíð),ég gæfist,við gæfumst,
þú gafst,þið gáfust,þú gæfist,þið gæfust,,,
"hann, hún, það gafst","þeir, þær, þau gáfust","hann, hún, það gæfist","þeir, þær, þau gæfust",,,
,,,,,,
imperative (boðháttur),gefst (þú),gefist (þið),,,,
Forms with appended personal pronoun,,,,,,
gefstu,gefisti *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),gefinn,gefin,gefið,gefnir,gefnar,gefin
accusative (þolfall),gefinn,gefna,gefið,gefna,gefnar,gefin
dative (þágufall),gefnum,gefinni,gefnu,gefnum,gefnum,gefnum
genitive (eignarfall),gefins,gefinnar,gefins,gefinna,gefinna,gefinna
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),gefni,gefna,gefna,gefnu,gefnu,gefnu
accusative (þolfall),gefna,gefnu,gefna,gefnu,gefnu,gefnu
dative (þágufall),gefna,gefnu,gefna,gefnu,gefnu,gefnu
genitive (eignarfall),gefna,gefnu,gefna,gefnu,gefnu,gefnu
gefa af sér  gefa eftir  gefa ekkert eftir  gefa hjón saman  gefa í  gefa inn,,gefandi  gefa sig  gefa sig fram  gefa skepnum  gefa spil,,"gefast  gefast upp (give up, surrender)  gefa til baka  gefa til kynna/gefa í skyn  gefa undir fótinn  gefa upp",,gefa upp á bátinn  gefa út  gefa við  gemmér  morgunstund gefur gull í mund
