0,1,2,3,4,5,6
infinitive (nafnháttur),að velta,,,,,
supine (sagnbót),oltið,,,,,
present participle (lýsingarháttur nútíðar),veltandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég velt,við veltum,present (nútíð),ég velti,við veltum,
þú veltur,þið veltið,þú veltir,þið veltið,,,
"hann, hún, það veltur","þeir, þær, þau velta","hann, hún, það velti","þeir, þær, þau velti",,,
,,,,,,
past (þátíð),ég valt,við ultum,past (þátíð),ég ylti,við yltum,
þú valst,þið ultuð,þú yltir,þið yltuð,,,
"hann, hún, það valt","þeir, þær, þau ultu","hann, hún, það ylti","þeir, þær, þau yltu",,,
,,,,,,
imperative (boðháttur),velt (þú),veltið (þið),,,,
Forms with appended personal pronoun,,,,,,
veltu,veltiði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),oltinn,oltin,oltið,oltnir,oltnar,oltin
accusative (þolfall),oltinn,oltna,oltið,oltna,oltnar,oltin
dative (þágufall),oltnum,oltinni,oltnu,oltnum,oltnum,oltnum
genitive (eignarfall),oltins,oltinnar,oltins,oltinna,oltinna,oltinna
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),oltni,oltna,oltna,oltnu,oltnu,oltnu
accusative (þolfall),oltna,oltnu,oltna,oltnu,oltnu,oltnu
dative (þágufall),oltna,oltnu,oltna,oltnu,oltnu,oltnu
genitive (eignarfall),oltna,oltnu,oltna,oltnu,oltnu,oltnu
infinitive (nafnháttur),að velta,,,,,
supine (sagnbót),velt,,,,,
present participle (lýsingarháttur nútíðar),veltandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég velti,við veltum,present (nútíð),ég velti,við veltum,
þú veltir,þið veltið,þú veltir,þið veltið,,,
"hann, hún, það veltir","þeir, þær, þau velta","hann, hún, það velti","þeir, þær, þau velti",,,
,,,,,,
past (þátíð),ég velti,við veltum,past (þátíð),ég velti,við veltum,
þú veltir,þið veltuð,þú veltir,þið veltuð,,,
"hann, hún, það velti","þeir, þær, þau veltu","hann, hún, það velti","þeir, þær, þau veltu",,,
,,,,,,
imperative (boðháttur),velt (þú),veltið (þið),,,,
Forms with appended personal pronoun,,,,,,
veltu,veltiði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
infinitive (nafnháttur),að veltast,,,,,
supine (sagnbót),velst,,,,,
present participle (lýsingarháttur nútíðar),"veltandist ** ** the mediopassive present participle is extremely rare and normally not used; it is never used attributively or predicatively, only for explicatory subclauses",,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég veltist,við veltumst,present (nútíð),ég veltist,við veltumst,
þú veltist,þið veltist,þú veltist,þið veltist,,,
"hann, hún, það veltist","þeir, þær, þau veltast","hann, hún, það veltist","þeir, þær, þau veltist",,,
,,,,,,
past (þátíð),ég veltist,við veltumst,past (þátíð),ég veltist,við veltumst,
þú veltist,þið veltust,þú veltist,þið veltust,,,
"hann, hún, það veltist","þeir, þær, þau veltust","hann, hún, það veltist","þeir, þær, þau veltust",,,
,,,,,,
imperative (boðháttur),velst (þú),veltist (þið),,,,
Forms with appended personal pronoun,,,,,,
velstu,veltisti *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
