0,1,2,3,4,5,6
<  0,1.0,2  >,,,,
Cardinal : einn     Ordinal : fyrstur,,,,,,
,,,,,,
Numerals,,,,,,
,singular,,plural,,,
masculine,feminine,neuter,masculine,feminine,neuter,
nominative,einn,ein,eitt,einir,einar,ein
accusative,einn,eina,eitt,eina,einar,ein
dative,einum,einni,einu,einum,einum,einum
genitive,eins,einnar,eins,einna,einna,einna
áttatíu og einn  einu sinni  einu sinni var  fimmtíu og einn,,fjörutíu og einn  klukkan eitt  níutíu og einn  sextíu og einn,,sjötíu og einn  tuttugu og einn  þrjátíu og einn,,
