0,1,2,3,4,5,6
PIE root,,,,,,
*bʰeydʰ-,,,,,,
infinitive (nafnháttur),að bíða,,,,,
supine (sagnbót),beðið,,,,,
present participle (lýsingarháttur nútíðar),bíðandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég bíð,við bíðum,present (nútíð),ég bíði,við bíðum,
þú bíður,þið bíðið,þú bíðir,þið bíðið,,,
"hann, hún, það bíður","þeir, þær, þau bíða","hann, hún, það bíði","þeir, þær, þau bíði",,,
,,,,,,
past (þátíð),ég beið,við biðum,past (þátíð),ég biði,við biðum,
þú beiðst,þið biðuð,þú biðir,þið biðuð,,,
"hann, hún, það beið","þeir, þær, þau biðu","hann, hún, það biði","þeir, þær, þau biðu",,,
,,,,,,
imperative (boðháttur),bíð (þú),bíðið (þið),,,,
Forms with appended personal pronoun,,,,,,
bíddu,bíðiði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),beðinn,beðin,beðið,beðnir,beðnar,beðin
accusative (þolfall),beðinn,beðna,beðið,beðna,beðnar,beðin
dative (þágufall),beðnum,beðinni,beðnu,beðnum,beðnum,beðnum
genitive (eignarfall),beðins,beðinnar,beðins,beðinna,beðinna,beðinna
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),beðni,beðna,beðna,beðnu,beðnu,beðnu
accusative (þolfall),beðna,beðnu,beðna,beðnu,beðnu,beðnu
dative (þágufall),beðna,beðnu,beðna,beðnu,beðnu,beðnu
genitive (eignarfall),beðna,beðnu,beðna,beðnu,beðnu,beðnu
bíða átekta  bíða bætur  bíða eftir  bíða hnekki,,bíða í ofvæni  bíða lægri hlut  bíða ósigur  bíða tjón,,,,
