0,1,2,3,4,5
PIE root,,,,,
*ǵenh₁-,,,,,
Audio (Classical),,(file),,,
Number,Singular,,Plural,,
Case / Gender,Masc./Fem.,Neuter,Masc./Fem.,Neuter,
nominative,gentīlis,gentīle,,gentīlēs,gentīlia
genitive,gentīlis,gentīlium,,,
dative,gentīlī,gentīlibus,,,
accusative,gentīlem,gentīle,gentīlēs,gentīlia,
ablative,gentīlī,gentīlibus,,,
vocative,gentīlis,gentīle,gentīlēs,gentīlia,
gentīlēs  gentilīcius  gentīlitās,,gentīliter  gentīlitus,,,
Case,Singular,Plural,,,
nominative,gentīlis,gentīlēs,,,
genitive,gentīlis,gentīlium,,,
dative,gentīlī,gentīlibus,,,
accusative,gentīlem,gentīlēs,,,
ablative,gentīle,gentīlibus,,,
vocative,gentīlis,gentīlēs,,,
