0,1,2,3,4,5,6,7
PIE root,,,,,,,
*bʰer-,,,,,,,
Number,Singular,,Plural,,,,
Case / Gender,Masculine,Feminine,Neuter,Masculine,Feminine,Neuter,
nominative,fōrtuītus,fōrtuīta,fōrtuītum,,fōrtuītī,fōrtuītae,fōrtuīta
genitive,fōrtuītī,fōrtuītae,fōrtuītī,fōrtuītōrum,fōrtuītārum,fōrtuītōrum,
dative,fōrtuītō,fōrtuītō,fōrtuītīs,,,,
accusative,fōrtuītum,fōrtuītam,fōrtuītum,fōrtuītōs,fōrtuītās,fōrtuīta,
ablative,fōrtuītō,fōrtuītā,fōrtuītō,fōrtuītīs,,,
vocative,fōrtuīte,fōrtuīta,fōrtuītum,fōrtuītī,fōrtuītae,fōrtuīta,
fōrs  fōrsan  fōrsit,,fōrsitan  fōrtasse  fōrtassis,,fōrte  fōrtuītō  fōrtūna,,,
