0,1,2,3
Case,Singular,Plural,
nominative,ferrum,ferra,
genitive,ferrī,ferrōrum,
dative,ferrō,ferrīs,
accusative,ferrum,ferra,
ablative,ferrō,ferrīs,
vocative,ferrum,ferra,
ferrāmentārius  ferrāmentum  ferrāria  ferrārius  ferrātus,,ferreus  ferrūgināns  ferrūgineus  ferrūgo  ferrūmen,
"edit  Aromanian: her, heru  Corsican: ferru, farru  Dalmatian: fiar  Emilian: fèr  Franco-Provençal: fèr  Friulian: fiêr  Istriot: fièro  Istro-Romanian: fľer  Ladin: fer  Lombard: fèr  Megleno-Romanian: ieru  Mozarabic: férro, fiérro  Navarro-Aragonese:  Aragonese: yerro  Neapolitan: fierro  Old French: fer  Middle French:  French: fer  Antillean Creole: fè  Haitian Creole: fè  Karipúna Creole French: fé  Louisiana Creole French: fèr, fè  Norman: fé (France, Jersey), faer (Guernsey), fer (Sark)  Walloon: fier  Italian: ferro  Old Leonese:  Asturian: fierru, ḥierru, ḥierro, fiirru  Mirandese: fierro  Old Portuguese: ferro  Fala: ferru  Galician: ferro  Portuguese: ferro  Guinea-Bissau Creole: feru  Indo-Portuguese: feru  Kabuverdianu: féru  Korlai Creole Portuguese: fɛr  Macanese: fero  Principense: ufew  Sãotomense: felu  Tetum: ferru  Old Provençal: fer, ferre  Occitan: fèrre, fèr, hèr  Old Catalan: ferro  Catalan: ferro  Old Spanish: fierro  Extremaduran: hierru  Ladino: fierro  Spanish: hierro, fierro  Papiamentu: heru  Piedmontese: fer  Romagnol: fèr  Romanian: fier  Romansch: fier  Sabir: ferro  Sardinian: férru  Sicilian: ferru  Tarantino: fierro  Translingual: Fe  Venetian: fero","Aromanian: her, heru  Corsican: ferru, farru  Dalmatian: fiar  Emilian: fèr  Franco-Provençal: fèr  Friulian: fiêr  Istriot: fièro  Istro-Romanian: fľer  Ladin: fer  Lombard: fèr  Megleno-Romanian: ieru  Mozarabic: férro, fiérro  Navarro-Aragonese:  Aragonese: yerro  Neapolitan: fierro  Old French: fer  Middle French:  French: fer  Antillean Creole: fè  Haitian Creole: fè  Karipúna Creole French: fé  Louisiana Creole French: fèr, fè  Norman: fé (France, Jersey), faer (Guernsey), fer (Sark)  Walloon: fier  Italian: ferro  Old Leonese:  Asturian: fierru, ḥierru, ḥierro, fiirru  Mirandese: fierro",,"Old Portuguese: ferro  Fala: ferru  Galician: ferro  Portuguese: ferro  Guinea-Bissau Creole: feru  Indo-Portuguese: feru  Kabuverdianu: féru  Korlai Creole Portuguese: fɛr  Macanese: fero  Principense: ufew  Sãotomense: felu  Tetum: ferru  Old Provençal: fer, ferre  Occitan: fèrre, fèr, hèr  Old Catalan: ferro  Catalan: ferro  Old Spanish: fierro  Extremaduran: hierru  Ladino: fierro  Spanish: hierro, fierro  Papiamentu: heru  Piedmontese: fer  Romagnol: fèr  Romanian: fier  Romansch: fier  Sabir: ferro  Sardinian: férru  Sicilian: ferru  Tarantino: fierro  Translingual: Fe  Venetian: fero"
"Aromanian: her, heru  Corsican: ferru, farru  Dalmatian: fiar  Emilian: fèr  Franco-Provençal: fèr  Friulian: fiêr  Istriot: fièro  Istro-Romanian: fľer  Ladin: fer  Lombard: fèr  Megleno-Romanian: ieru  Mozarabic: férro, fiérro  Navarro-Aragonese:  Aragonese: yerro  Neapolitan: fierro  Old French: fer  Middle French:  French: fer  Antillean Creole: fè  Haitian Creole: fè  Karipúna Creole French: fé  Louisiana Creole French: fèr, fè  Norman: fé (France, Jersey), faer (Guernsey), fer (Sark)  Walloon: fier  Italian: ferro  Old Leonese:  Asturian: fierru, ḥierru, ḥierro, fiirru  Mirandese: fierro",,"Old Portuguese: ferro  Fala: ferru  Galician: ferro  Portuguese: ferro  Guinea-Bissau Creole: feru  Indo-Portuguese: feru  Kabuverdianu: féru  Korlai Creole Portuguese: fɛr  Macanese: fero  Principense: ufew  Sãotomense: felu  Tetum: ferru  Old Provençal: fer, ferre  Occitan: fèrre, fèr, hèr  Old Catalan: ferro  Catalan: ferro  Old Spanish: fierro  Extremaduran: hierru  Ladino: fierro  Spanish: hierro, fierro  Papiamentu: heru  Piedmontese: fer  Romagnol: fèr  Romanian: fier  Romansch: fier  Sabir: ferro  Sardinian: férru  Sicilian: ferru  Tarantino: fierro  Translingual: Fe  Venetian: fero",
